run_id,region,hex_id,hex_ground_km2,land_fraction,land_ground_km2_est,admin0_coverage_ground_km2,admin0_coverage_ratio_of_land,coverage_quality,coast_land_ground_km2,admin0_union_ground_km2,matched_ground_km2,undercovered_ground_km2,overcovered_ground_km2,symmetric_difference_ground_km2,land_coverage_fraction,admin0_to_coast_land_area_ratio,undercoverage_fraction,overcoverage_fraction,symmetric_difference_fraction,coverage_class
human_geography_v1_1_20260811,kanto,h6000_q+002139_r+000871,19.526416,0.673475,13.150549,11.624013,0.883918,PARTIAL,13.151171,11.624013,11.624013,1.527177,0.0,1.527177,0.883877,0.883877,0.116125,0.0,0.116125,UNDERCOVERED
human_geography_v1_1_20260811,kanto,h6000_q+002140_r+000854,19.854144,1.0,19.854144,19.854144,1.0,FULL,19.854144,19.854144,19.854144,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MATCHED
human_geography_v1_1_20260811,kanto,h6000_q+002140_r+000855,19.834848,1.0,19.834848,19.834848,1.0,FULL,19.834848,19.834848,19.834848,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MATCHED
human_geography_v1_1_20260811,kanto,h6000_q+002140_r+000856,19.815555,1.0,19.815555,19.815555,1.0,FULL,19.815555,19.815555,19.815555,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MATCHED
human_geography_v1_1_20260811,kanto,h6000_q+002140_r+000857,19.796263,1.0,19.796263,19.796263,1.0,FULL,19.796263,19.796263,19.796263,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MATCHED
human_geography_v1_1_20260811,kanto,h6000_q+002140_r+000858,19.776973,1.0,19.776973,19.776973,1.0,FULL,19.776973,19.776973,19.776973,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MATCHED
human_geography_v1_1_20260811,kanto,h6000_q+002140_r+000859,19.757686,1.0,19.757686,19.757686,1.0,FULL,19.757686,19.757686,19.757686,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MATCHED
human_geography_v1_1_20260811,kanto,h6000_q+002140_r+000860,19.7384,1.0,19.7384,19.7384,1.0,FULL,19.7384,19.7384,19.7384,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MATCHED
human_geography_v1_1_20260811,kanto,h6000_q+002140_r+000861,19.719117,1.0,19.719117,19.719117,1.0,FULL,19.719117,19.719117,19.719117,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MATCHED
human_geography_v1_1_20260811,kanto,h6000_q+002140_r+000862,19.699836,1.0,19.699836,19.699836,1.0,FULL,19.699836,19.699836,19.699836,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MATCHED
