hex_id,canonical_water_type,is_terrestrial_hex,land_fraction,hex_land_km2,mainland_fragment_km2,other_component_km2,land_subject_or_component_id,candidate_land_fragment_id,spain_safe_km2,portugal_safe_km2,spain_region_km2,portugal_region_km2,safe_interior_status,frontier_band_status,special_case_status,mixed_land_status,proposed_control_status,proposed_controller,basis,land_fragment_id,parent_hex_id,land_area_km2,land_fraction_of_hex,geometry_sha256,geometry_source,identity_algorithm_version
h6000_q-000461_r+000966,OCEAN,False,0.079566,1.409045,1.409045,0.0,hsub_european_mainland,lfr_f8977cc9c77189,0.0,0.0,1.343194,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_f8977cc9c77189,h6000_q-000461_r+000966,1.409045,1.0,11163a3cd5d32531ddfc624977e3c43e2c524feba608db6b749baf7305f2565e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000461_r+000967,OCEAN,False,0.236565,4.185053,4.185053,0.0,hsub_european_mainland,lfr_310e5b50fe3823,0.0,0.0,4.185053,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_310e5b50fe3823,h6000_q-000461_r+000967,4.185053,1.0,e5c9158e9144f6b54fd04c9ee73c5306c266af8526821f46f2b7857a7958fbe7,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000462_r+000850,OCEAN,False,0.222524,4.434453,4.433143,0.00131,hsub_european_mainland,lfr_d6c7c9e6890446,0.0,0.0,4.433143,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_d6c7c9e6890446,h6000_q-000462_r+000850,4.433143,0.9997045858869177,7abdaa6a6f4386da7063c9c877a1888b20f88255171a88541250bd1af7c88ba7,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000462_r+000851,OCEAN,False,0.006804,0.13542,0.133675,0.001745,hsub_european_mainland,lfr_c11161e8f728d4,0.0,0.0,0.133675,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_c11161e8f728d4,h6000_q-000462_r+000851,0.133675,0.9871141633436714,4bd81ce388c89998043711281a1300e8338caefdfb09050394b7e5b99b0f3c9d,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000462_r+000852,OCEAN,False,0.166347,3.308557,3.307933,0.000624,hsub_european_mainland,lfr_8c215a55bde35a,0.0,0.0,3.307933,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_8c215a55bde35a,h6000_q-000462_r+000852,3.307933,0.999811398141244,40e6f8558612f82625ec2bf4667efdc3dd221cc1d35ae6769cea3d2185ee3b7e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000462_r+000854,OCEAN,False,0.305803,6.070855,6.059299,0.011556,hsub_european_mainland,lfr_afd8485151b41b,0.0,0.0,6.059299,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_afd8485151b41b,h6000_q-000462_r+000854,6.059299,0.9980964789967806,83ab53fbf104552b5558ed4220461d0514dfa96d899b759ac4a6cd4bef350b17,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000462_r+000855,OCEAN,False,0.160556,3.184291,3.184291,0.0,hsub_european_mainland,lfr_578418bb68b2d8,0.0,0.0,3.184291,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_578418bb68b2d8,h6000_q-000462_r+000855,3.184291,1.0,42e37402cd99a4b9a2bde428c89befb1691cee6f6820460293a31a3b37d54ea5,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000462_r+000856,OCEAN,False,0.079549,1.576072,1.576072,0.0,hsub_european_mainland,lfr_cc32860283eac6,0.0,0.0,1.576072,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_cc32860283eac6,h6000_q-000462_r+000856,1.576072,1.0,a7dd82a24c304fdff4048369d0dbb8d9d7cda3b972f5510970bba5cfbf8abaf3,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000463_r+000859,OCEAN,False,0.188032,3.71479,3.71479,0.0,hsub_european_mainland,lfr_42f4a98eab2c1d,0.0,0.0,3.71479,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_42f4a98eab2c1d,h6000_q-000463_r+000859,3.71479,1.0,4d928d2521efa9d293dc06b8704b4c5b4264fbd53bb127ec64a9abdd94e9ba39,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000463_r+000860,OCEAN,False,0.013627,0.268911,0.268911,0.0,hsub_european_mainland,lfr_bb1a5818b4e774,0.0,0.0,0.268911,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_bb1a5818b4e774,h6000_q-000463_r+000860,0.268911,1.0,1b3e83f8f514a47c9f4a765efed5d8fb54de217c9e8ceae550f4c337027e7801,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000463_r+000861,OCEAN,False,0.199866,3.940364,3.940364,0.0,hsub_european_mainland,lfr_f4b5dc6c002bf0,0.0,0.0,3.940364,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_f4b5dc6c002bf0,h6000_q-000463_r+000861,3.940364,1.0,0bcb884fb6bd1e215fd0f220aa863095f898934a6cbfb2fe88df0bc51f5f0654,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000463_r+000862,OCEAN,False,0.413581,8.146073,8.146073,0.0,hsub_european_mainland,lfr_c8d0faf38a17fe,0.0,0.0,8.146073,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_c8d0faf38a17fe,h6000_q-000463_r+000862,8.146073,1.0,19b5ebc33f964147c95ed106a8d3b86d79b9889423710fa62c967d3a7cf5e7a7,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000463_r+000966,OCEAN,False,0.060004,1.062452,1.062452,0.0,hsub_european_mainland,lfr_7ea875a60bf0f4,0.0,0.0,1.062452,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_7ea875a60bf0f4,h6000_q-000463_r+000966,1.062452,1.0,9d1afcf7f79bd0cfa3554656a7a62421d5c9826c7860cf56ab7e85c97d966d6a,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000464_r+000966,OCEAN,False,0.368365,6.523978,6.523978,0.0,hsub_european_mainland,lfr_ee7a7b807e14a4,0.0,0.0,6.523978,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_ee7a7b807e14a4,h6000_q-000464_r+000966,6.523978,1.0,0b5aeefff91d587afc5d989ca2cd4c99a1b80981cf50695c324a76b2ef52c19c,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000465_r+000964,OCEAN,False,0.340406,5.93355,5.933513,3.7e-05,hsub_european_mainland,lfr_681ef05671e765,0.0,0.0,3.094727,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_681ef05671e765,h6000_q-000465_r+000964,5.933513,0.9999937642726529,73757e84463fcfe52c9b738331fe3f955b915b9eda31b24068e46986cbfa6aa7,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000469_r+000849,OCEAN,False,0.007235,0.144292,0.144292,0.0,hsub_european_mainland,lfr_a1c543c49d5cf0,0.0,0.0,0.144292,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_a1c543c49d5cf0,h6000_q-000469_r+000849,0.144292,1.0,1c84128e6093a2058087aaf4cfe29963456b3a73a5e6f0ed7beedc5098d44a8b,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000470_r+000849,OCEAN,False,0.033404,0.666339,0.666339,0.0,hsub_european_mainland,lfr_3c44984d08379b,0.0,0.0,0.666339,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_3c44984d08379b,h6000_q-000470_r+000849,0.666339,1.0,74eef722a0d8e74553f736d48feba5cb34397dc0c9a51221bef5c5453ec80d3c,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000471_r+000849,OCEAN,False,0.004907,0.097837,0.097837,0.0,hsub_european_mainland,lfr_3e7bd65dc39446,0.0,0.0,0.097837,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_3e7bd65dc39446,h6000_q-000471_r+000849,0.097837,1.0,47d94aa6737bfe09c0cfcf0456299e26cee8c46f423505f325226be75c82b873,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000472_r+000846,OCEAN,False,0.125201,2.5043,2.5043,0.0,hsub_european_mainland,lfr_c7ce7af9ac91a2,2.5043,0.0,2.5043,0.0,WHOLLY_INSIDE,NOT_IN_BAND,NONE,SINGLE_COMPONENT,CONTROLLED,SPAIN,WHOLE_FRAGMENT_INSIDE_SAFE_INTERIOR,lfr_c7ce7af9ac91a2,h6000_q-000472_r+000846,2.5043,1.0,98eafc0f47c64b5be0daf212adf34dcce2d2cf2a34d4db01e3e7328c227311a5,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000472_r+000847,OCEAN,False,0.359924,7.193582,7.193582,0.0,hsub_european_mainland,lfr_d28d7e7b793f8d,7.191412,0.0,7.193582,0.0,WHOLLY_INSIDE,NOT_IN_BAND,NONE,SINGLE_COMPONENT,CONTROLLED,SPAIN,WHOLE_FRAGMENT_INSIDE_SAFE_INTERIOR,lfr_d28d7e7b793f8d,h6000_q-000472_r+000847,7.193582,1.0,0a31499caa3b4380030430b39b12c83df703f13e44f7e92384fe6ba70bfa52e0,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000472_r+000848,OCEAN,False,0.180108,3.596431,3.596431,0.0,hsub_european_mainland,lfr_6b68ce3978bbd8,0.284321,0.0,3.596431,0.0,PARTLY_INSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,FRAGMENT_ONLY_PARTLY_INSIDE_A_SAFE_INTERIOR,lfr_6b68ce3978bbd8,h6000_q-000472_r+000848,3.596431,1.0,965b8660fcee116f2be567a09e561dd4ce00326c07281a93b91cd7a831016caf,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000472_r+000849,OCEAN,False,0.258658,5.159136,5.159136,0.0,hsub_european_mainland,lfr_b3eb4d0f852238,0.0,0.0,5.159136,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_b3eb4d0f852238,h6000_q-000472_r+000849,5.159136,1.0,78b45b739dd509f6610ec0e655ca95668d9316d534f06fce4c91d5b7f31bcb2e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000475_r+000846,OCEAN,False,0.230014,4.561407,4.561407,0.0,hsub_european_mainland,lfr_f95b254148967a,4.561407,0.0,4.561407,0.0,WHOLLY_INSIDE,NOT_IN_BAND,NONE,SINGLE_COMPONENT,CONTROLLED,SPAIN,WHOLE_FRAGMENT_INSIDE_SAFE_INTERIOR,lfr_f95b254148967a,h6000_q-000475_r+000846,4.561407,1.0,66563ed515456228cdb3858c53a6f1046dda27b37e3ff2f2a6ffb5dd716d6dcd,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000476_r+000846,OCEAN,False,0.173102,3.462292,3.462292,0.0,hsub_european_mainland,lfr_62fa0702a210fd,3.462292,0.0,3.462292,0.0,WHOLLY_INSIDE,NOT_IN_BAND,NONE,SINGLE_COMPONENT,CONTROLLED,SPAIN,WHOLE_FRAGMENT_INSIDE_SAFE_INTERIOR,lfr_62fa0702a210fd,h6000_q-000476_r+000846,3.462292,1.0,50e5796569cf3463d5fa36b0ca422dc786479dac03c494e32518c300067e46bc,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000478_r+000847,OCEAN,False,0.000927,0.018514,0.018514,0.0,hsub_european_mainland,lfr_5f4e61c34bd030,0.018514,0.0,0.018514,0.0,WHOLLY_INSIDE,NOT_IN_BAND,NONE,SINGLE_COMPONENT,CONTROLLED,SPAIN,WHOLE_FRAGMENT_INSIDE_SAFE_INTERIOR,lfr_5f4e61c34bd030,h6000_q-000478_r+000847,0.018514,1.0,2fe2e516b76069637fc12e3891c58f0afbb8cb2439c33b5ab8662c13c7088a73,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000479_r+000847,OCEAN,False,0.112302,2.243995,2.243995,0.0,hsub_european_mainland,lfr_62c448cbbbb43b,2.243995,0.0,2.243995,0.0,WHOLLY_INSIDE,NOT_IN_BAND,NONE,SINGLE_COMPONENT,CONTROLLED,SPAIN,WHOLE_FRAGMENT_INSIDE_SAFE_INTERIOR,lfr_62c448cbbbb43b,h6000_q-000479_r+000847,2.243995,1.0,4594c533204f6fdc0c53e0a7e7b304e6c218933931538ea9fe0a2ca7e1c25b68,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000480_r+000847,OCEAN,False,0.026359,0.52662,0.52662,0.0,hsub_european_mainland,lfr_ea9cc72ba730c4,0.52662,0.0,0.52662,0.0,WHOLLY_INSIDE,NOT_IN_BAND,NONE,SINGLE_COMPONENT,CONTROLLED,SPAIN,WHOLE_FRAGMENT_INSIDE_SAFE_INTERIOR,lfr_ea9cc72ba730c4,h6000_q-000480_r+000847,0.52662,1.0,12573fb069e121486d9c8cd34f4b25b6dcf1eb9bddf4bb48da6dc3fc6681e78d,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000481_r+000847,OCEAN,False,0.011966,0.239052,0.239052,0.0,hsub_european_mainland,lfr_bbfeec66c64ceb,0.239052,0.0,0.239052,0.0,WHOLLY_INSIDE,NOT_IN_BAND,NONE,SINGLE_COMPONENT,CONTROLLED,SPAIN,WHOLE_FRAGMENT_INSIDE_SAFE_INTERIOR,lfr_bbfeec66c64ceb,h6000_q-000481_r+000847,0.239052,1.0,2b7e5bf53ba52518a710085b86e3ee9d139845909db629f8509accfb76fb3488,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000482_r+000847,OCEAN,False,0.044765,0.894409,0.894409,0.0,hsub_european_mainland,lfr_dfb6da438d6de6,0.0,0.0,0.894409,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_dfb6da438d6de6,h6000_q-000482_r+000847,0.894409,1.0,adb5e4f3e9f63af1d17c972c0d6b5fc91dfef589ab397de5df4640ab5f6edf23,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000483_r+000847,OCEAN,False,0.023736,0.474221,0.474221,0.0,hsub_european_mainland,lfr_e8a5ba3c58fc5a,0.0,0.0,0.474221,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_e8a5ba3c58fc5a,h6000_q-000483_r+000847,0.474221,1.0,a70298489e6787d23715b83f0b8613652a7070218629f4647b362e75ed340122,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000485_r+000847,OCEAN,False,0.158758,3.172361,3.172361,0.0,hsub_european_mainland,lfr_6126758cf86cbe,0.0,0.0,3.172361,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_6126758cf86cbe,h6000_q-000485_r+000847,3.172361,1.0,bbc7f67a915805cba271f9c12b0e36d731ed16da217586d60ff773fcdbcd2bf8,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000486_r+000846,OCEAN,False,0.103995,2.080136,2.080032,0.000104,hsub_european_mainland,lfr_027605e095cd61,0.0,0.0,2.080032,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_027605e095cd61,h6000_q-000486_r+000846,2.080032,0.9999500032690171,9f63ec8cf90535dff8851e657c8dbf111ccbea0f0cd26d54a60e1ae12f57c65e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000487_r+000846,OCEAN,False,0.34874,6.975867,6.975867,0.0,hsub_european_mainland,lfr_a11d994892e1f5,0.0,0.0,6.975867,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_a11d994892e1f5,h6000_q-000487_r+000846,6.975867,1.0,3c3cf6632bdae234b1845d603f88523257924a40e3d750ebd80b7b8b22d670d0,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000488_r+000846,OCEAN,False,0.06651,1.330442,1.330442,0.0,hsub_european_mainland,lfr_2de46c90b601a9,0.0,0.0,1.330442,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_2de46c90b601a9,h6000_q-000488_r+000846,1.330442,1.0,1f277438f8a73b697113d0a7cec54bacf8f21534dca3e2947fe8bdada6dccc48,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000489_r+000846,OCEAN,False,3.2e-05,0.000635,0.000635,0.0,hsub_european_mainland,lfr_759312ee3f26ae,0.0,0.0,0.000635,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_759312ee3f26ae,h6000_q-000489_r+000846,0.000635,1.0,1a86e6bb39bbeed74cbacd77a5bfd987006960b5f3bd1bb489bdc77fa043a8d2,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000490_r+000847,OCEAN,False,0.427223,8.538287,8.538287,0.0,hsub_european_mainland,lfr_94fa6f82bfd4ee,0.0,0.0,8.538287,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_94fa6f82bfd4ee,h6000_q-000490_r+000847,8.538287,1.0,a8acc58887516e68a573ed40215fe860bb9fbc494a8c70cd32ba61127e0ccf8a,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000491_r+000847,OCEAN,False,0.090342,1.805109,1.805109,0.0,hsub_european_mainland,lfr_af4f5c1dfef5d6,0.0,0.0,1.805109,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_af4f5c1dfef5d6,h6000_q-000491_r+000847,1.805109,1.0,4ceaf0121368bc76409c5cd2366b39c57bf2a92a3821161adb632f51bd507bad,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000492_r+000847,OCEAN,False,0.366802,7.330149,7.326925,0.003223,hsub_european_mainland,lfr_92b3b71b0035a0,0.0,0.0,7.326925,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_92b3b71b0035a0,h6000_q-000492_r+000847,7.326925,0.9995601726513337,f2c3db302fe04b4944e3cf6c474709465cfe5b4be57b96cc6ca03ad797d6d989,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000493_r+000847,OCEAN,False,0.391464,7.823261,7.823261,0.0,hsub_european_mainland,lfr_6408114168e3ac,0.0,0.0,7.823261,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_6408114168e3ac,h6000_q-000493_r+000847,7.823261,1.0,4c0a53d2ce8e2ab82b0561f6e29048e1d7d8c39b05316baf6aa353757310c6fb,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000494_r+000847,OCEAN,False,0.0637,1.272932,1.271924,0.001008,hsub_european_mainland,lfr_b6f15de8b7e107,0.0,0.0,1.271924,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_b6f15de8b7e107,h6000_q-000494_r+000847,1.271924,0.9992081273783675,eca78467c690b527d91646aba0b32f6215c29d7aeb548b8003e694ea885d7670,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000495_r+000847,OCEAN,False,0.002153,0.043007,0.043007,0.0,hsub_european_mainland,lfr_33f2e6cda913dc,0.0,0.0,0.043007,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_33f2e6cda913dc,h6000_q-000495_r+000847,0.043007,1.0,78f061035742c4d44cd77dd81d48e1e5bdc26937be26ba8a2782ce9bb301c5c7,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000496_r+000847,OCEAN,False,0.130374,2.605232,2.605232,0.0,hsub_european_mainland,lfr_3703fdccc93cee,0.0,0.0,2.605232,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_3703fdccc93cee,h6000_q-000496_r+000847,2.605232,1.0,e17d1134035266abe8e95d0357603b2d80f4b0eddcd29aea51394eefa9a81452,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000497_r+000847,OCEAN,False,0.405194,8.097514,8.097514,0.0,hsub_european_mainland,lfr_a026dc081b9ef2,0.0,0.0,8.097514,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_a026dc081b9ef2,h6000_q-000497_r+000847,8.097514,1.0,bf201a3f80cb80f8aecfc180e7baf2cfc2636dbaacf12de8806bc99cf3524fe6,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000498_r+000847,OCEAN,False,0.120972,2.417303,2.417303,0.0,hsub_european_mainland,lfr_623fb34d14f273,0.0,0.0,2.417303,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_623fb34d14f273,h6000_q-000498_r+000847,2.417303,1.0,84cff7373dacfa78dd97433e896ee097c00283f3984e21ea509dc7f6ea10104e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
