run_id,region,overlay_unit_id,island_group_id,group_status,component_count,component_ids,centroid_lon,centroid_lat,land_area_ground_km2,land_area_projected_km2,perimeter_ground_km,extent_ground_km,largest_component_ground_area_km2,largest_component_area_share,primary_hex_id,group_primary_hex_id,covered_hex_count,surrounding_water_type,preservation_reason,representation_type,recommended_game_scale,artificial_status,geometry_hash
geography_v1_3_islands_006r_20260809,bikini,isl_u_3a56830d9ac7,isl_g_3a56830d9ac7,PRESERVED,9,isl_c_0c4efb643039|isl_c_17e2e138ef37|isl_c_19d51e595689|isl_c_7c549bf80e45|isl_c_9121c8cb0234|isl_c_b70530e2cf34|isl_c_db0a8969e570|isl_c_fc1b1510fc68|isl_c_fdc98cac7c60,165.55288,11.59074,3.9093,4.0989,24.819,14.758,2.3113,0.5912,h6000_q+002946_r+000251,h6000_q+002946_r+000251,6,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,3a56830d9ac7
geography_v1_3_islands_006r_20260809,bikini,isl_u_fd56b5787f2d,isl_g_fd56b5787f2d,PRESERVED,4,isl_c_36ebf2deef94|isl_c_9e27f75da795|isl_c_e8aece9b6114|isl_c_edaf1703c443,165.36957,11.50247,1.6837,1.7643,15.883,8.889,0.8959,0.5321,h6000_q+002944_r+000248,h6000_q+002944_r+000248,2,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,fd56b5787f2d
geography_v1_3_islands_006r_20260809,bikini,isl_u_bf82309fc3f1,isl_g_bf82309fc3f1,PRESERVED,4,isl_c_82bd947dc034|isl_c_917e9507aa3d|isl_c_e869332fc4bd|isl_c_fc0631030439,165.35324,11.69758,1.2347,1.2956,16.721,19.39,0.6539,0.5296,h6000_q+002943_r+000252,h6000_q+002943_r+000252,5,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,bf82309fc3f1
geography_v1_3_islands_006r_20260809,aegean,isl_u_e1e9127a6dd2,isl_g_e1e9127a6dd2,PRESERVED,168,isl_c_002b3b49d044|isl_c_00ece4174fe5|isl_c_012b973c1ec2|isl_c_0989498487c8|isl_c_0994f475e700|isl_c_0a07bffbc11d|isl_c_0aa5fbada371|isl_c_0ccc238ccf1d|isl_c_0ceb94f123b2|isl_c_0d71ab203bb1|isl_c_0e5efb3e48c8|isl_c_0eb605c62563|isl_c_0f47a089459f|isl_c_122b56599391|isl_c_144f33971da0|isl_c_14a4d984befe|isl_c_167cc22204ec|isl_c_16bd89295da0|isl_c_174dd8e1d2d2|isl_c_18103c4d3c3e|isl_c_18770075c08b|isl_c_1a9360fb9978|isl_c_1b6bcb146b0a|isl_c_1c6e1719eea6|isl_c_1cdd5c20aa5a|isl_c_1ebea854464b|isl_c_1f7cc4be16da|isl_c_204de791687c|isl_c_2159741d2973|isl_c_2305a62bcc5a|isl_c_2487b3f3b3f6|isl_c_28f8fe3069c8|isl_c_2972319957f1|isl_c_2a95aa146fcd|isl_c_2c5d03fc0e3d|isl_c_2f518cbea2f9|isl_c_31230047199c|isl_c_34a34aa01309|isl_c_3518836f47a3|isl_c_36ed85d599ec|isl_c_3788c049ab43|isl_c_3958f300bb01|isl_c_3a15a942f25a|isl_c_3af69273487c|isl_c_3c48844fa32e|isl_c_3d2dce381170|isl_c_3e7f86a19262|isl_c_3f900c0c58f9|isl_c_407da3742049|isl_c_41d9890bc554|isl_c_42644d7b1da4|isl_c_45426c3af078|isl_c_45fcdcbcbae0|isl_c_48ec7c60cb2e|isl_c_49f80a6f8df9|isl_c_4c4c6da0c073|isl_c_4e0a8f2f6c44|isl_c_4e682dc5cf8b|isl_c_51802d82065e|isl_c_5273f9df4d63|isl_c_53a9e2a91fc8|isl_c_547546fa459e|isl_c_55b4d88882e1|isl_c_5863d6ca953b|isl_c_5870e20f41f0|isl_c_5892e2d2fcf5|isl_c_5a18637d6840|isl_c_5b95a38334c9|isl_c_5c295da104c1|isl_c_5d5b10bc4c92|isl_c_5f751cfe775e|isl_c_6043c2974485|isl_c_632f3f9e93a9|isl_c_64bbfced28d4|isl_c_64c8e370988b|isl_c_64f1c4b0eba6|isl_c_6891497b8c3b|isl_c_6979d85345fe|isl_c_6dcf80eda816|isl_c_6e2eab1380f7|isl_c_6e330fccd601|isl_c_74b885ec7291|isl_c_774aa8babdb2|isl_c_7979d2c4392c|isl_c_7be38d280fbc|isl_c_7c9f9b4fd148|isl_c_7d78f128fca2|isl_c_7dcf6f0e9f67|isl_c_843f9c70bac8|isl_c_8841d35dfa77|isl_c_8a1e200e75ba|isl_c_8a40d751738b|isl_c_8c1f0551cae3|isl_c_8eb01c8e8cdb|isl_c_8f3e9a9ef1f5|isl_c_8f5ebdc23055|isl_c_915e458bc51e|isl_c_91f94c1f1006|isl_c_920071dacb30|isl_c_9441d7892691|isl_c_9635a8ce497e|isl_c_98ad715a6bf5|isl_c_98f290d58991|isl_c_9b856009edcb|isl_c_9e22dccb0388|isl_c_9e943b6a279c|isl_c_9f3753a9cff7|isl_c_a18882c86f74|isl_c_a274e0217ba5|isl_c_a455b43d1581|isl_c_a50c34c53998|isl_c_a6f62697974a|isl_c_ac22c619e197|isl_c_ac86daa7752b|isl_c_ad4aaf3aeeb8|isl_c_ae034c9b8a8d|isl_c_af1cd82b2c04|isl_c_b098dd8a8161|isl_c_b15387924cae|isl_c_b4a776576343|isl_c_b63cf3b16edc|isl_c_ba766e727f6d|isl_c_bb47030e67bb|isl_c_bbce77af6f36|isl_c_bd7ab83d4448|isl_c_be778a3bda36|isl_c_be8ee5ed1300|isl_c_beca51c29a14|isl_c_beda60eea7d3|isl_c_c01f70b7c93d|isl_c_c03f320e530f|isl_c_c22249c61596|isl_c_c30eeaabcfe4|isl_c_c5200d1b0117|isl_c_c5fc1204bd13|isl_c_c9ef8b93fd6c|isl_c_cbb67e827a0a|isl_c_cf2e9a1afd0f|isl_c_d1ab3c1733c3|isl_c_d25b2ecffaee|isl_c_d47bedb82f44|isl_c_d517d633068d|isl_c_d5772f91eaef|isl_c_d5e66b5944d8|isl_c_d658f8231ee2|isl_c_dd7dd3b39c6a|isl_c_ddcb1b68a0b4|isl_c_e015940bb6b0|isl_c_e520e13e7c98|isl_c_e6262ada4db8|isl_c_e67e0531c108|isl_c_e691d7ca35d5|isl_c_e710f0454168|isl_c_e798867e7cb4|isl_c_e902f6781145|isl_c_ea4363964dfe|isl_c_ebeb89493d94|isl_c_eeadd10b03ea|isl_c_ef757eb14f93|isl_c_f30454202fcb|isl_c_f6e0f86e9d6b|isl_c_f765cd0108ea|isl_c_f8b7b61790a5|isl_c_f99f6f4a4986|isl_c_fc0bf0d9e29d|isl_c_fd0c7211b810|isl_c_fef20649fb65|isl_c_ffbd80e83fa4,25.23757,37.40238,17.9594,28.5098,81.842,15.886,13.9503,0.7768,h6000_q+000036_r+000865,h6000_q+000036_r+000865,8,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,e1e9127a6dd2
geography_v1_3_islands_006r_20260809,aegean,isl_u_3accd69dbf0b,isl_g_3accd69dbf0b,PRESERVED,48,isl_c_02500d676d81|isl_c_035b4d26107b|isl_c_0ad0caa86cad|isl_c_0b9a956ce96b|isl_c_1a6b3070e712|isl_c_2a36abc9e679|isl_c_307c1edfb7bb|isl_c_31b27eb44251|isl_c_36354c686100|isl_c_3b3a20a8b1e5|isl_c_471cb84f4a92|isl_c_4918d9696c78|isl_c_4b0637957957|isl_c_608f5579bfbe|isl_c_68bb379c4362|isl_c_6e9c67abe3fa|isl_c_6ebe6f7d1ae0|isl_c_700454253f1c|isl_c_714f66e07d45|isl_c_738b8f17a9d7|isl_c_77e12a5060c2|isl_c_7b76d7b1f593|isl_c_7c0ba00e9706|isl_c_7f8d7ea754b4|isl_c_81ecb667c3bd|isl_c_8545496232c0|isl_c_9f4df1770503|isl_c_a5309e1caef5|isl_c_a56f67023629|isl_c_a894c66acdff|isl_c_a8d55f16b9d8|isl_c_a94a59fd4f65|isl_c_ae1aff8d303a|isl_c_afc33fcfcc8c|isl_c_afe75d0dfefc|isl_c_b3df158816ce|isl_c_b575ee712368|isl_c_bd46980dbbea|isl_c_c19e900757dd|isl_c_c30cec6d1e22|isl_c_da7acd77eabc|isl_c_e4f8e2ea3f31|isl_c_e4fa3e86d486|isl_c_e564b74bb058|isl_c_e63e03b4368f|isl_c_ea39cf6e01bb|isl_c_eab59c50d7e6|isl_c_fddd8cc6c3d4,25.48388,37.45076,1.4027,2.2295,12.128,16.798,1.3866,0.9885,h6000_q+000040_r+000866,h6000_q+000040_r+000866,5,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,3accd69dbf0b
geography_v1_3_islands_006r_20260809,aegean,isl_u_4080fb3eac60,isl_g_4080fb3eac60,PRESERVED,41,isl_c_033ebe8b59ff|isl_c_161897b5dc71|isl_c_1c78807d1508|isl_c_297c7b5399a5|isl_c_2b6e9f753d2d|isl_c_2e8c197db90e|isl_c_2f09195a54d1|isl_c_363e791df3d6|isl_c_46f815b83b91|isl_c_48c0ed220ff5|isl_c_4a7e51498db2|isl_c_4e117163c977|isl_c_567753348fad|isl_c_57a651244981|isl_c_5e05ea0d9b89|isl_c_629eed899d90|isl_c_6b33bde11cff|isl_c_705a296a1881|isl_c_750b36eb523d|isl_c_7876c1d76494|isl_c_821abd58866f|isl_c_830e07d83bb7|isl_c_92c1733b94f8|isl_c_93890b8ccec7|isl_c_95578ac4fc13|isl_c_9b81604cfa82|isl_c_a1cea4457658|isl_c_a6237a7d7f81|isl_c_a99e3ec72468|isl_c_aa897046cc9a|isl_c_b1b4918717c6|isl_c_b38b6c206d90|isl_c_b8f7cd6511c4|isl_c_c389c1319990|isl_c_c46a7d875b3d|isl_c_d7dafd84079c|isl_c_db939134bb23|isl_c_e5cf58d40778|isl_c_e8e82f08828a|isl_c_efc242da2899|isl_c_ff0711d2f2f6,24.97456,37.42291,0.6798,1.0798,10.148,16.825,0.4812,0.7078,h6000_q+000030_r+000866,h6000_q+000030_r+000866,7,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,4080fb3eac60
geography_v1_3_islands_006r_20260809,caribbean,isl_u_63172ce44925,isl_g_63172ce44925,PRESERVED,97,isl_c_00de53e06db5|isl_c_0a014f79726f|isl_c_0b6fff04d5ef|isl_c_0cd7e12f623d|isl_c_0e9188c48158|isl_c_13fbdc2ac4eb|isl_c_1c30d1755e6f|isl_c_282e72991bbb|isl_c_2ab2df5dbd39|isl_c_2c3c7706c187|isl_c_35f5cc725e86|isl_c_3722eb6a3ba3|isl_c_3788f7f4c73b|isl_c_37fd83bfd93e|isl_c_3f953faa5766|isl_c_4027915cc04e|isl_c_410a17f33815|isl_c_44c577d65cd0|isl_c_469b6a8cd0aa|isl_c_49edb467e9de|isl_c_50f1b281bbd8|isl_c_511599b2857a|isl_c_514982c6a0ee|isl_c_548c16edd4ea|isl_c_54cbb8694931|isl_c_55998bc5c55b|isl_c_5c0d619efe7e|isl_c_5ca80c344477|isl_c_5cbb1d04a291|isl_c_623e7dd1fab9|isl_c_6499862ffe7f|isl_c_66c6407e0e3e|isl_c_694a1b8248f8|isl_c_6a4939fbbb39|isl_c_6f636733fb1f|isl_c_717a79df079e|isl_c_71d8cddfc136|isl_c_7254e982e32b|isl_c_7578f28a15ff|isl_c_7690b978f3de|isl_c_796be37c80c6|isl_c_79cf6a6faa17|isl_c_7d9817fab399|isl_c_7e25d35bfc40|isl_c_7e82a7d583d1|isl_c_7f6a7f2a2984|isl_c_7f70b32e238f|isl_c_80f47591d99f|isl_c_84baea6f8a11|isl_c_855050d7a68d|isl_c_859b12a4c753|isl_c_85e0d83f4956|isl_c_8fcc19e3b985|isl_c_8fde64efb6b8|isl_c_907a914e4ef0|isl_c_90abbdffdf52|isl_c_928160d096b5|isl_c_93b8ac3d40c9|isl_c_94bb9a14058c|isl_c_982e5a3fe36b|isl_c_9839cfc696c8|isl_c_9dbf15772d2d|isl_c_a151c4ca1415|isl_c_a86e68b8c15a|isl_c_ac54f3ffc60b|isl_c_ae083b76c239|isl_c_aebf3e102007|isl_c_b1b6d46d8b06|isl_c_b38e1ff361da|isl_c_b6308439e16a|isl_c_b84608a14166|isl_c_b916372f8f90|isl_c_bdd0a9bc325f|isl_c_bf7295ccd5d4|isl_c_c1aae038f4ac|isl_c_c2506f0b8357|isl_c_c33a14b34a33|isl_c_c486ca46998a|isl_c_c60b5a9288e9|isl_c_c66324027fc1|isl_c_c7a492ed3182|isl_c_cbadf48f2584|isl_c_ce888887ee64|isl_c_d0ca8f23bc68|isl_c_d2c54cee33e9|isl_c_e0e4cd1022c4|isl_c_e7cbfc71def6|isl_c_eadcc6185c54|isl_c_f07ab87a3b25|isl_c_f3fe1c78e386|isl_c_f7ac827a5890|isl_c_f99f30f67788|isl_c_f9b77a2b12e0|isl_c_fbf33cfd58ea|isl_c_fc001e61af30|isl_c_fc20e4aedb6a|isl_c_fce93452f29d,-64.84966,18.30314,1.7347,1.9349,31.634,17.174,0.6462,0.3725,h6000_q-001402_r+000399,h6000_q-001402_r+000399,5,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,63172ce44925
geography_v1_3_islands_006r_20260809,caribbean,isl_u_a5eb2d4b5882,isl_g_a5eb2d4b5882,PRESERVED,9,isl_c_049c21a86209|isl_c_2b9a261af380|isl_c_42d6c97f3313|isl_c_4db87a67809d|isl_c_7f18176f903f|isl_c_968865549315|isl_c_ae4e7d670b25|isl_c_b200f62e2036|isl_c_f12504634554,-64.75428,18.44647,10.4677,11.6951,37.035,15.337,8.4577,0.808,h6000_q-001402_r+000402,h6000_q-001402_r+000402,5,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,a5eb2d4b5882
geography_v1_3_islands_006r_20260809,caribbean,isl_u_ff3b8e01f52e,isl_g_ff3b8e01f52e,PRESERVED,14,isl_c_054a667dba61|isl_c_1bfb22e27656|isl_c_2592aedf947d|isl_c_3d48f1e6e9bb|isl_c_4a1e410fb3f2|isl_c_4c9b45ccfad8|isl_c_68e9e2871452|isl_c_7d7fade40568|isl_c_87f461e28596|isl_c_b3f2bd91f8e6|isl_c_b99f7b3fe9de|isl_c_bc22e4acb87a|isl_c_bc6b4eee78fb|isl_c_fd1f115a23a4,-64.51347,18.43815,8.4137,9.3993,59.482,16.243,3.3379,0.3967,h6000_q-001399_r+000403,h6000_q-001399_r+000403,7,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,ff3b8e01f52e
geography_v1_3_islands_006r_20260809,caribbean,isl_u_ca14408c71fc,isl_g_ca14408c71fc,PRESERVED,22,isl_c_07f7317c3345|isl_c_0ceb65ba3fed|isl_c_0fef07c28596|isl_c_231ca075f7b0|isl_c_27e40aef76f2|isl_c_319caaf1d771|isl_c_4ee385532b78|isl_c_4fd1d60422b0|isl_c_5484dc7deb80|isl_c_6f692e5d576f|isl_c_7cb5e5d369af|isl_c_81078eac5763|isl_c_94976be5d18a|isl_c_9f2c3af7a810|isl_c_a450bc332cfd|isl_c_a98600cdf4bd|isl_c_ace11575d5be|isl_c_ae6839245bef|isl_c_b1bf72c2505c|isl_c_b774cff42978|isl_c_cdf3c35d1199|isl_c_d06112fd5794,-64.75751,18.37542,3.2035,3.5761,33.675,16.976,1.1693,0.365,h6000_q-001402_r+000401,h6000_q-001402_r+000401,7,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,ca14408c71fc
geography_v1_3_islands_006r_20260809,caribbean,isl_u_8ab971ec78cc,isl_g_8ab971ec78cc,PRESERVED,5,isl_c_11b8a848e793|isl_c_5446856ab01d|isl_c_5f0a1107a3d6|isl_c_6e574833fa60|isl_c_904c1f5d0348,-64.62609,17.78466,0.7759,0.8604,6.532,10.685,0.7048,0.9084,h6000_q-001392_r+000387,h6000_q-001392_r+000387,4,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,8ab971ec78cc
geography_v1_3_islands_006r_20260809,caribbean,isl_u_5a4b302681f8,isl_g_5a4b302681f8,PRESERVED,15,isl_c_19d374578c23|isl_c_1ff335a94229|isl_c_20e5e94e1a67|isl_c_3c96457c76ae|isl_c_56e4881b5ea3|isl_c_580a97a9e03e|isl_c_619f08d3ed41|isl_c_6f0d58bf9ea9|isl_c_8689a76e3fa6|isl_c_b8b77acc0684|isl_c_bec9295e1fac|isl_c_c9d46838b6f1|isl_c_d1c78587d87e|isl_c_d39e0baebb25|isl_c_f62f6232dfbc,-65.06747,18.35497,1.3949,1.5568,18.349,15.038,0.7311,0.5242,h6000_q-001407_r+000400,h6000_q-001407_r+000400,5,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,5a4b302681f8
geography_v1_3_islands_006r_20260809,caribbean,isl_u_f2f52eb040f6,isl_g_f2f52eb040f6,PRESERVED,15,isl_c_215425c83a2a|isl_c_385c3fcdb01a|isl_c_3f79921ba3d5|isl_c_4ff13b72b9e8|isl_c_61735ea148dc|isl_c_6a01d609c269|isl_c_71bff9da342d|isl_c_762966a2c2b3|isl_c_80d338574b32|isl_c_b52e2572a64a|isl_c_b849f69a6def|isl_c_c0265280e7b6|isl_c_f160dea40a1e|isl_c_f5e5e6c47d49|isl_c_fdea5a94abad,-64.39898,18.47705,23.5765,26.3501,74.54,18.856,21.8731,0.9278,h6000_q-001396_r+000403,h6000_q-001396_r+000403,8,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,f2f52eb040f6
geography_v1_3_islands_006r_20260809,caribbean,isl_u_41a0f303267e,isl_g_41a0f303267e,PRESERVED,26,isl_c_25fb22c65b68|isl_c_410441b3969c|isl_c_469f75a03c4a|isl_c_5119c602ba91|isl_c_5250a0227070|isl_c_5d0ceb7be17b|isl_c_5d86a86bfa1e|isl_c_67f62cf3a06d|isl_c_6c9d36a7e8d2|isl_c_7160fa9ce922|isl_c_80d164377adf|isl_c_80d660ed5818|isl_c_88a2f9ede4be|isl_c_89de9678d7be|isl_c_8e35e4bc048f|isl_c_9c4daabf943e|isl_c_a302bd6bf9ab|isl_c_b6ff1906b11c|isl_c_c65c3638fe2e|isl_c_d091787923be|isl_c_d663b54b4088|isl_c_edccc9beacd2|isl_c_f2c4039cca98|isl_c_f5e87c6674b3|isl_c_fb19c574e0ee|isl_c_fd99d8b4f49c,-64.92915,18.39262,3.5864,4.0044,23.144,15.938,1.9873,0.5541,h6000_q-001405_r+000401,h6000_q-001405_r+000401,5,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,41a0f303267e
geography_v1_3_islands_006r_20260809,caribbean,isl_u_52de0f05e45c,isl_g_52de0f05e45c,PRESERVED,13,isl_c_53e2a32e5927|isl_c_75f6c22a7243|isl_c_760068e9014d|isl_c_8e20b139ef7f|isl_c_af7ce17489af|isl_c_bed0514a66d4|isl_c_c7b9e7b49d9e|isl_c_cb5a53350119|isl_c_cc147ccdfab1|isl_c_ee81cd72fec1|isl_c_f1cbb01bad3a|isl_c_f299b75d72dd|isl_c_fc3f63a674b1,-64.5932,18.3371,7.1872,8.0198,46.812,17.277,4.2909,0.597,h6000_q-001398_r+000400,h6000_q-001398_r+000400,5,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,52de0f05e45c
geography_v1_3_islands_006r_20260809,norway_skerries,isl_u_64bde2ce3b3e,isl_g_8937aeaebb51,SPLIT_INTO_MULTIPLE_UNITS,1,isl_c_1e820c4b528a,4.6938,61.09882,1.1109,4.7391,7.73,1.999,1.1109,1.0,h6000_q-000745_r+001664,h6000_q-000745_r+001665,2,OCEAN,SINGLE_COMPONENT_AREA,SUBHEX_ISLAND,SUB_HEX_OVERLAY,UNKNOWN,64bde2ce3b3e
geography_v1_3_islands_006r_20260809,norway_skerries,isl_u_a7b831e214cc,isl_g_8937aeaebb51,SPLIT_INTO_MULTIPLE_UNITS,1,isl_c_56685b23cfcb,4.72744,61.1027,0.5017,2.1408,5.917,1.331,0.5017,1.0,h6000_q-000745_r+001665,h6000_q-000745_r+001665,2,OCEAN,SINGLE_COMPONENT_AREA,SUBHEX_ISLAND,SUB_HEX_OVERLAY,UNKNOWN,a7b831e214cc
geography_v1_3_islands_006r_20260809,norway_skerries,isl_u_e871e0222683,isl_g_8937aeaebb51,SPLIT_INTO_MULTIPLE_UNITS,1,isl_c_6fa47a0016c9,4.71629,61.11257,1.4171,6.0507,10.799,1.786,1.4171,1.0,h6000_q-000745_r+001665,h6000_q-000745_r+001665,1,OCEAN,SINGLE_COMPONENT_AREA,SUBHEX_ISLAND,SUB_HEX_OVERLAY,UNKNOWN,e871e0222683
geography_v1_3_islands_006r_20260809,norway_skerries,isl_u_2c67b82559f6,isl_g_8937aeaebb51,SPLIT_INTO_MULTIPLE_UNITS,1,isl_c_c3ec3d13973a,4.72647,61.12211,0.6056,2.5871,3.777,1.234,0.6056,1.0,h6000_q-000745_r+001665,h6000_q-000745_r+001665,2,OCEAN,SINGLE_COMPONENT_AREA,SUBHEX_ISLAND,SUB_HEX_OVERLAY,UNKNOWN,2c67b82559f6
geography_v1_3_islands_006r_20260809,norway_skerries,isl_u_04f29a68fa1c,isl_g_04f29a68fa1c,PRESERVED,78,isl_c_00bc129b5fe8|isl_c_052e0acc0a11|isl_c_05f0c1e0ca73|isl_c_0cd3426eff84|isl_c_1474267de336|isl_c_15b372c210b7|isl_c_1931ec1c0686|isl_c_1a8068d445dd|isl_c_1cb16a02bd2f|isl_c_1f5f584f404a|isl_c_20ae45dc4a85|isl_c_29e72fc45fb8|isl_c_3443db928dc8|isl_c_36deb3b793ea|isl_c_3a0cb0e011f5|isl_c_3ec7cd294cc5|isl_c_3f88caa11e7f|isl_c_48be7d3cbf0b|isl_c_4e6293f92fd9|isl_c_4e6e4a1dcbf6|isl_c_597bbc32d6ee|isl_c_5bf6229fcb9a|isl_c_5e4e5fb995df|isl_c_65a49d1e9f7b|isl_c_667c89efabb2|isl_c_66f836b11c16|isl_c_6989a3249e77|isl_c_6d8c7cd9ad00|isl_c_73bdc6baca27|isl_c_742af6ed4c39|isl_c_77917a672c8c|isl_c_77dfc9a63ef0|isl_c_7a24a153652c|isl_c_7db65e20ecfa|isl_c_7e42be089e58|isl_c_7eb70b121b2d|isl_c_7f19a1089cde|isl_c_84a330626fd6|isl_c_84e433ddd96d|isl_c_892139e28167|isl_c_9061ff54a678|isl_c_92c20569a46b|isl_c_97d040f54931|isl_c_996999c53d10|isl_c_9ad0306ab899|isl_c_9e8ee8e6c9b5|isl_c_a049af5683b4|isl_c_a14ade242dcd|isl_c_a74d900fda24|isl_c_a936358c387b|isl_c_aab5d0eab925|isl_c_ad7889fa1bf9|isl_c_aef7b2431e44|isl_c_b0f4b127087a|isl_c_b28c9ce4a441|isl_c_b9387a6ee1f3|isl_c_b942e5d81aec|isl_c_bf523347c9cb|isl_c_bf95fc8cc5b4|isl_c_c013f4c1c1d1|isl_c_d1573262a4f6|isl_c_d1cf12c1c489|isl_c_d3246ad7c33c|isl_c_d33566f0393b|isl_c_d39c2174ff5f|isl_c_d510906e1de1|isl_c_dc9693228b63|isl_c_e29b30fdcad9|isl_c_e4dfddf34ee3|isl_c_ec52a777404f|isl_c_ed28fe7bd450|isl_c_f0bb781c780a|isl_c_f2b2632b8ebc|isl_c_f4697001008f|isl_c_f7a380b26940|isl_c_fa27f30cc7b4|isl_c_fba6d30d8367|isl_c_ff77925cb5e4,5.17097,61.08397,0.6408,2.7312,21.957,7.866,0.1779,0.2776,h6000_q-000736_r+001664,h6000_q-000736_r+001664,3,OCEAN,DISPERSED_MULTI_COMPONENT_GROUP,ISLAND_GROUP,SUB_HEX_OVERLAY,UNKNOWN,04f29a68fa1c
