run_id,region,overlay_unit_id,hex_id,intersection_area_km2,is_primary
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_e70524440aa8,h6000_q-003151_r-000365,3.466616,False
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_e70524440aa8,h6000_q-003151_r-000364,1.143655,False
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_da9fca873ea1,h6000_q-003160_r-000359,0.014079,False
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_da9fca873ea1,h6000_q-003159_r-000358,0.001072,False
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_da9fca873ea1,h6000_q+003518_r-000358,0.339229,False
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_da9fca873ea1,h6000_q+003519_r-000359,10.870609,True
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_da9fca873ea1,h6000_q+003519_r-000358,0.584431,False
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_86cb1aabdf03,h6000_q-003155_r-000359,0.479275,False
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_86cb1aabdf03,h6000_q-003155_r-000358,1.632794,True
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_86cb1aabdf03,h6000_q-003155_r-000357,0.372317,False
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_86cb1aabdf03,h6000_q-003154_r-000360,0.044787,False
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_86cb1aabdf03,h6000_q-003154_r-000359,0.164725,False
geography_v1_3_islands_006r_20260809,fiji_dateline,isl_u_86cb1aabdf03,h6000_q-003154_r-000358,0.23399,False
