hex_id,hex_land_km2,sicily_km2,sardinia_km2,unaudited_other_km2,unaudited_share,control_status,winner,basis
h6000_q-000143_r+000846,20.00857495803833,20.00857495803833,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000143_r+000847,10.397005243242626,10.392701704449141,0.0,0.004303538793485437,0.000413920998672426,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000144_r+000846,10.040981398147728,10.040981398147728,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000144_r+000847,19.989265203727722,19.989265203727722,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000144_r+000848,14.167153776551748,14.167153776551748,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000144_r+000854,13.450847854303925,13.437826802767399,0.0,0.01302105153652653,0.0009680468976801436,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000144_r+000855,15.848681717340305,15.846501479595045,0.0,0.002180237745261111,0.00013756587356257376,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000145_r+000847,19.959657041110514,19.959657041110514,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000145_r+000848,19.969957040130616,19.969957040130616,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000145_r+000849,19.9506505147686,19.9506505147686,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000145_r+000850,17.093658505903523,17.093658505903523,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000145_r+000851,16.064871014738685,16.064871014738685,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000145_r+000852,14.001368984333528,14.001368984333528,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000145_r+000853,17.143412001994527,17.14084010858996,0.0,0.0025718934045690115,0.00015002225952860424,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000145_r+000854,19.85414411958313,19.85414411958313,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000145_r+000855,19.834848417125702,19.834848417125702,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000145_r+000856,18.531984691178202,18.531984691178202,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000145_r+000857,12.190545344298881,12.189495693032471,0.0,0.0010496512664105975,8.610371700077266e-05,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000146_r+000847,19.989265203748705,19.989265203748705,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000146_r+000848,19.969957040121077,19.969957040121077,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000146_r+000849,19.950650514778136,19.950650514778136,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000146_r+000850,19.93134567511749,19.93134567511749,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000146_r+000851,19.912042568496705,19.912042568496705,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000146_r+000852,19.892741242307665,19.892741242307665,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000146_r+000853,19.873441743633272,19.873441743633272,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000146_r+000854,19.854144119579317,19.854144119579317,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000146_r+000855,19.834848417125702,19.834848417125702,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000146_r+000856,19.815554683137893,19.815554683137893,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000146_r+000857,19.149847471401152,19.149454617345732,0.0,0.00039285405542049555,2.0514735483256113e-05,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000147_r+000847,11.081900443372275,11.081900443372275,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000147_r+000848,19.969957040130616,19.969957040130616,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000147_r+000849,19.950650514785767,19.950650514785767,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000147_r+000850,19.931345675109863,19.931345675109863,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000147_r+000851,19.91204256849289,19.91204256849289,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000147_r+000852,19.89274124230957,19.89274124230957,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000147_r+000853,19.873441743623733,19.873441743623733,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000147_r+000854,19.85414411956787,19.85414411956787,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000147_r+000855,19.834848417125702,19.834848417125702,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000147_r+000856,19.815554683143617,19.815554683143617,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000147_r+000857,19.796262964458467,19.796262964458467,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000147_r+000858,17.38679978825403,17.38679978825403,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000847,11.109428976903141,11.109428976903141,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000848,19.969957040130616,19.969957040130616,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000849,19.950650514778136,19.950650514778136,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000850,19.93134567511749,19.93134567511749,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000851,19.912042568500517,19.912042568500517,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000852,19.89274124230385,19.89274124230385,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000853,19.873441743633272,19.873441743633272,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000854,19.854144119579317,19.854144119579317,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000855,19.834848417137145,19.834848417137145,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000856,19.815554683135986,19.815554683135986,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000857,19.796262964458467,19.796262964458467,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000858,19.77697330770874,19.77697330770874,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000859,19.150191421075625,19.150191421075625,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000148_r+000861,12.76760970462066,12.753376570516625,0.0,0.014233134104035561,0.0011147845550827356,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000847,18.69991313114572,18.69991313114572,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000848,19.969957040121077,19.969957040121077,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000849,19.950650514778136,19.950650514778136,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000850,19.93134567511749,19.93134567511749,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000851,19.91204256849289,19.91204256849289,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000852,19.89274124230957,19.89274124230957,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000853,19.87344174362564,19.87344174362564,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000854,19.85414411958313,19.85414411958313,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000855,19.834848417125702,19.834848417125702,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000856,19.815554683143617,19.815554683143617,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000857,19.79626296446037,19.79626296446037,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000858,19.776973307712556,19.776973307712556,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000859,19.75768575951004,19.75768575951004,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000860,19.73840036634445,19.73840036634445,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000149_r+000861,19.551159185200785,19.551159185200785,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000847,14.93024405350204,14.93024405350204,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000848,19.969957040130616,19.969957040130616,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000849,19.950650514785767,19.950650514785767,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000850,19.931345675109863,19.931345675109863,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000851,19.91204256849289,19.91204256849289,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000852,19.89274124230957,19.89274124230957,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000853,19.873441743633272,19.873441743633272,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000854,19.854144119579317,19.854144119579317,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000855,19.834848417125702,19.834848417125702,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000856,19.815554683137893,19.815554683137893,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000857,19.796262964458467,19.796262964458467,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000858,19.77697330770874,19.77697330770874,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000859,19.75768575951004,19.75768575951004,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000860,19.73840036632538,19.73840036632538,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000861,19.719117174591066,19.719117174591066,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000150_r+000862,16.383020877864112,16.382553416127337,0.0,0.0004674617367757019,2.853330532022406e-05,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000848,19.969957040130616,19.969957040130616,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000849,19.950650514778136,19.950650514778136,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000850,19.93134567511749,19.93134567511749,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000851,19.912042568500517,19.912042568500517,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000852,19.89274124230385,19.89274124230385,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000853,19.873441743633272,19.873441743633272,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000854,19.854144119579317,19.854144119579317,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000855,19.834848417125702,19.834848417125702,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000856,19.815554683143617,19.815554683143617,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000857,19.796262964468003,19.796262964468003,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000858,19.776973307704925,19.776973307704925,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000859,19.75768575951004,19.75768575951004,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000860,19.73840036634445,19.73840036634445,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000861,19.71911717460251,19.71911717460251,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000151_r+000862,19.69983623056221,19.69983623056221,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000848,17.377114817934284,17.377114817934284,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000849,19.950650514785767,19.950650514785767,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000850,19.93134567511749,19.93134567511749,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000851,19.91204256849289,19.91204256849289,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000852,19.89274124230957,19.89274124230957,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000853,19.87344174362564,19.87344174362564,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000854,19.85414411958313,19.85414411958313,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000855,19.834848417125702,19.834848417125702,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000856,19.815554683143617,19.815554683143617,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000857,19.796262964458467,19.796262964458467,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000858,19.77697330770874,19.77697330770874,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000859,19.75768575951767,19.75768575951767,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000860,19.738400366340638,19.738400366340638,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000861,19.719117174591066,19.719117174591066,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000862,19.69983623055649,19.69983623055649,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000863,19.68055758044052,19.68055758044052,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000152_r+000864,9.855651513225686,9.855651513225686,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000849,19.950650514778136,19.950650514778136,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000850,19.931345675109863,19.931345675109863,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000851,19.912042568500517,19.912042568500517,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000852,19.89274124230957,19.89274124230957,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000853,19.873441743633272,19.873441743633272,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000854,19.854144119579317,19.854144119579317,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000855,19.834848417125702,19.834848417125702,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000856,19.815554683137893,19.815554683137893,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000857,19.796262964458467,19.796262964458467,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000858,19.77697330770874,19.77697330770874,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000859,19.75768575951004,19.75768575951004,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000860,19.73840036634445,19.73840036634445,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000861,19.719117174589158,19.719117174589158,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000862,19.699836230564117,19.699836230564117,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000863,19.680557580429078,19.680557580429078,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000864,19.66128127029419,19.66128127029419,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000153_r+000865,19.36633008587762,19.36632230811975,0.0,7.777757873758674e-06,4.0161237773337325e-07,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000849,19.940369810009926,19.940369810009926,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000850,19.93134567511749,19.93134567511749,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000851,19.91204256849289,19.91204256849289,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000852,19.89274124230385,19.89274124230385,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000853,19.87344174362564,19.87344174362564,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000854,19.854144119579317,19.854144119579317,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000855,19.834848417125702,19.834848417125702,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000856,19.815554683143617,19.815554683143617,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000857,19.796262964468003,19.796262964468003,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000858,19.776973307704925,19.776973307704925,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000859,19.75768575951004,19.75768575951004,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000860,19.73840036634445,19.73840036634445,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000861,19.719117174591066,19.719117174591066,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000862,19.69983623055649,19.69983623055649,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000863,19.6805575804348,19.6805575804348,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000864,19.661281270290374,19.661281270290374,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000865,19.64200734614563,19.64200734614563,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000866,19.622735853897094,19.622735853897094,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000867,18.07050012246109,18.07050012246109,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000868,14.131081005128447,14.131081005128447,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000869,16.352126111505886,16.35111706846402,0.0,0.0010090430418662727,6.17071465193922e-05,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000870,19.179526789141022,19.179526789141022,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000154_r+000871,10.984532101992993,10.984168273042476,0.0,0.0003638289505178109,3.3121934292658596e-05,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000155_r+000849,18.722226944031405,18.722226944031405,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000155_r+000850,19.93134567511749,19.93134567511749,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000155_r+000851,19.91204256849289,19.91204256849289,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
h6000_q-000155_r+000852,19.89274124230957,19.89274124230957,0.0,0.0,0.0,CONTROLLED,sicily,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
