landmass,parent_hex_id,land_fragment_id,land_subject_or_component_id,land_area_km2,other_land_in_hex_km2,hex_total_land_km2,fragment_share_of_hex,other_land_share_of_hex,canonical_water_type,is_terrestrial_hex,whole_hex_assigned,outcome
Iceland,h6000_q-001393_r+001891,lfr_46ab2e7c60cbca,hsub_iceland_main_island,0.005694239,0.003682728,0.009376966,0.6073,0.3927,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001309_r+001807,lfr_9d5581b47d48bd,hsub_iceland_main_island,1.874596082,1.064857092,2.939453174,0.6377,0.3623,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001357_r+001876,lfr_16b981bc6df94a,hsub_iceland_main_island,0.128278484,0.067192214,0.195470697,0.6563,0.3437,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001325_r+001825,lfr_066b4f10c80d46,hsub_iceland_main_island,1.768260362,0.84378384,2.612044202,0.677,0.323,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001362_r+001876,lfr_f51dee2ae60314,hsub_iceland_main_island,0.525767452,0.242321974,0.768089426,0.6845,0.3155,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001347_r+001871,lfr_18f35fd231783e,hsub_iceland_main_island,0.23239532,0.105078221,0.337473541,0.6886,0.3114,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001328_r+001827,lfr_af162a763dce05,hsub_iceland_main_island,1.969294451,0.84430575,2.813600201,0.6999,0.3001,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001345_r+001851,lfr_2e737849798d84,hsub_iceland_main_island,0.250348423,0.105674233,0.356022656,0.7032,0.2968,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001179_r+001831,lfr_0727595a3f3f30,hsub_iceland_main_island,0.033395597,0.013049784,0.046445381,0.719,0.281,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001344_r+001857,lfr_0773f60a3fc1eb,hsub_iceland_main_island,0.557727347,0.194912895,0.752640242,0.741,0.259,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001349_r+001852,lfr_c2752f53d7c99c,hsub_iceland_main_island,0.783642493,0.267765153,1.051407646,0.7453,0.2547,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001210_r+001889,lfr_d3ca647aec05bb,hsub_iceland_main_island,0.352654546,0.120001732,0.472656277,0.7461,0.2539,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001339_r+001852,lfr_f20cd55082fd62,hsub_iceland_main_island,0.194503904,0.06181135,0.256315254,0.7588,0.2412,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001180_r+001833,lfr_ea509a3daa4185,hsub_iceland_main_island,0.098492049,0.029545116,0.128037166,0.7692,0.2308,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001308_r+001808,lfr_14f7735ebf3658,hsub_iceland_main_island,1.432407529,0.423323806,1.855731335,0.7719,0.2281,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001331_r+001906,lfr_081c30e895e674,hsub_iceland_main_island,0.23811535,0.069675583,0.307790933,0.7736,0.2264,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001192_r+001812,lfr_1c438725a00fc5,hsub_iceland_main_island,1.426690614,0.411175438,1.837866052,0.7763,0.2237,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001355_r+001875,lfr_b33b453e5b4ad0,hsub_iceland_main_island,0.108089062,0.029953573,0.138042636,0.783,0.217,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001345_r+001874,lfr_864e5cc17594ca,hsub_iceland_main_island,0.146969977,0.039460019,0.186429996,0.7883,0.2117,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001239_r+001770,lfr_ce7366f84eec0c,hsub_iceland_main_island,0.049182644,0.01201136,0.061194004,0.8037,0.1963,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001350_r+001851,lfr_1c295c204d17de,hsub_iceland_main_island,0.401917231,0.088874041,0.490791272,0.8189,0.1811,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001363_r+001877,lfr_4d4f580eae5b76,hsub_iceland_main_island,0.734991265,0.162567194,0.897558459,0.8189,0.1811,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001309_r+001818,lfr_92647c673a99af,hsub_iceland_main_island,0.716142983,0.155053681,0.871196664,0.822,0.178,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001263_r+001929,lfr_72f8078206122d,hsub_iceland_main_island,1.113169297,0.239979356,1.353148653,0.8227,0.1773,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001320_r+001826,lfr_5d21d4222e2094,hsub_iceland_main_island,0.989529078,0.212122625,1.201651703,0.8235,0.1765,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001178_r+001838,lfr_c8fbee1b82c7ab,hsub_iceland_main_island,0.03006836,0.006364848,0.036433209,0.8253,0.1747,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001329_r+001828,lfr_af5d3e949bd4cd,hsub_iceland_main_island,0.40745948,0.083927214,0.491386694,0.8292,0.1708,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001184_r+001828,lfr_feb6440cfc19ee,hsub_iceland_main_island,0.707535986,0.135763499,0.843299485,0.839,0.161,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001373_r+001904,lfr_f8a36a84fcf898,hsub_iceland_main_island,0.135925998,0.025418046,0.161344043,0.8425,0.1575,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001322_r+001822,lfr_fb2f11cae79fa7,hsub_iceland_main_island,0.859648653,0.157869447,1.0175181,0.8448,0.1552,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001350_r+001902,lfr_0725960c2b932b,hsub_iceland_main_island,0.804956518,0.145882195,0.950838713,0.8466,0.1534,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001368_r+001877,lfr_8d463573e67f7f,hsub_iceland_main_island,0.283940154,0.047703448,0.331643601,0.8562,0.1438,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001347_r+001862,lfr_ed53657804df1d,hsub_iceland_main_island,2.033776286,0.331147439,2.364923725,0.86,0.14,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001351_r+001850,lfr_db458fc6f82fa7,hsub_iceland_main_island,0.138544972,0.022540505,0.161085477,0.8601,0.1399,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001346_r+001851,lfr_05640af25ed3fa,hsub_iceland_main_island,0.48609107,0.07437792,0.560468989,0.8673,0.1327,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001348_r+001853,lfr_3ed5f6c34b8eae,hsub_iceland_main_island,1.81207085,0.265872634,2.077943484,0.8721,0.1279,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001187_r+001811,lfr_e3073858392843,hsub_iceland_main_island,1.040249811,0.151286838,1.191536648,0.873,0.127,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001177_r+001844,lfr_a5ec62f50aaef9,hsub_iceland_main_island,0.181234854,0.026226381,0.207461235,0.8736,0.1264,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001191_r+001811,lfr_5770e8f5bd34fd,hsub_iceland_main_island,1.558132829,0.203115357,1.761248186,0.8847,0.1153,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001360_r+001875,lfr_7093abc11656d6,hsub_iceland_main_island,0.877424854,0.108107689,0.985532543,0.8903,0.1097,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001348_r+001871,lfr_4f31ac3934050e,hsub_iceland_main_island,0.720305814,0.083071622,0.803377436,0.8966,0.1034,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001328_r+001881,lfr_277da3d009e0a4,hsub_iceland_main_island,0.021757738,0.002447079,0.024204818,0.8989,0.1011,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001333_r+001833,lfr_0271633daf9909,hsub_iceland_main_island,0.014280105,0.001520923,0.015801028,0.9037,0.0963,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001363_r+001878,lfr_6dbe41b8a0179b,hsub_iceland_main_island,0.756307186,0.080082081,0.836389267,0.9043,0.0957,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001353_r+001876,lfr_9e31f9de152e21,hsub_iceland_main_island,0.620538876,0.062733303,0.683272179,0.9082,0.0918,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001309_r+001808,lfr_7116eab5d34574,hsub_iceland_main_island,0.829561867,0.081273822,0.910835688,0.9108,0.0892,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001193_r+001878,lfr_6675bab264ef76,hsub_iceland_main_island,0.050605809,0.004913798,0.055519608,0.9115,0.0885,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001316_r+001818,lfr_db53a8e8039aca,hsub_iceland_main_island,0.940407842,0.090519862,1.030927704,0.9122,0.0878,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001347_r+001872,lfr_4cade64483461a,hsub_iceland_main_island,0.468415534,0.043875415,0.512290949,0.9144,0.0856,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001351_r+001873,lfr_2de3e2b74f4530,hsub_iceland_main_island,1.81374533,0.169004744,1.982750074,0.9148,0.0852,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001347_r+001859,lfr_866f7ac269b744,hsub_iceland_main_island,2.073646297,0.176964663,2.25061096,0.9214,0.0786,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001354_r+001905,lfr_b14d59232d983c,hsub_iceland_main_island,0.340094656,0.028365273,0.36845993,0.923,0.077,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001188_r+001871,lfr_d095669b341962,hsub_iceland_main_island,0.079453742,0.006513806,0.085967548,0.9242,0.0758,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001359_r+001876,lfr_ee1c38ed9021cd,hsub_iceland_main_island,0.292947093,0.023238456,0.31618555,0.9265,0.0735,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001348_r+001861,lfr_229355289b1918,hsub_iceland_main_island,0.443198818,0.034456716,0.477655534,0.9279,0.0721,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001343_r+001872,lfr_0ee08c2a670ee4,hsub_iceland_main_island,1.330115063,0.098580423,1.428695486,0.931,0.069,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001362_r+001912,lfr_2e94dcf522eb54,hsub_iceland_main_island,0.081992297,0.005649447,0.087641744,0.9355,0.0645,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001310_r+001807,lfr_3c008f108904db,hsub_iceland_main_island,0.939839072,0.06111662,1.000955692,0.9389,0.0611,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001364_r+001878,lfr_5b79dbbf769a05,hsub_iceland_main_island,1.100229198,0.0715285,1.171757699,0.939,0.061,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001184_r+001816,lfr_41eebdbb979da3,hsub_iceland_main_island,1.222392052,0.079180341,1.301572393,0.9392,0.0608,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001345_r+001850,lfr_9e3aff6f3b44cc,hsub_iceland_main_island,0.121106831,0.007786032,0.128892864,0.9396,0.0604,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001342_r+001889,lfr_43c49d0534956e,hsub_iceland_main_island,1.834855557,0.117144181,1.951999739,0.94,0.06,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001317_r+001816,lfr_b60595ff6480b9,hsub_iceland_main_island,2.577098156,0.157651853,2.73475001,0.9424,0.0576,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001347_r+001863,lfr_9e37e1919e3846,hsub_iceland_main_island,1.908688034,0.114905076,2.02359311,0.9432,0.0568,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001327_r+001827,lfr_c768a171b5e6d4,hsub_iceland_main_island,1.377603972,0.080087846,1.457691818,0.9451,0.0549,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001361_r+001876,lfr_e31057110838da,hsub_iceland_main_island,1.550016066,0.086161782,1.636177848,0.9473,0.0527,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001240_r+001770,lfr_81d44d07b87d4f,hsub_iceland_main_island,0.369222417,0.0202494,0.389471817,0.948,0.052,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001320_r+001824,lfr_45ed375673373d,hsub_iceland_main_island,0.121238313,0.006504821,0.127743134,0.9491,0.0509,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001336_r+001880,lfr_f0f9dbc8d2a93d,hsub_iceland_main_island,1.673348606,0.084304394,1.757653,0.952,0.048,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001331_r+001832,lfr_58e5b64f3b8666,hsub_iceland_main_island,0.671276283,0.032349482,0.703625765,0.954,0.046,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001340_r+001838,lfr_0761ebe9a9183f,hsub_iceland_main_island,0.788801459,0.036935996,0.825737455,0.9553,0.0447,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001183_r+001863,lfr_a2878d732d4721,hsub_iceland_main_island,0.308772678,0.013553625,0.322326303,0.958,0.042,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001190_r+001813,lfr_28e1eba7a57256,hsub_iceland_main_island,1.29964362,0.056803321,1.35644694,0.9581,0.0419,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001385_r+001916,lfr_a9009937d1e6af,hsub_iceland_main_island,0.131298891,0.00555559,0.13685448,0.9594,0.0406,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001344_r+001866,lfr_22bdb2a035039b,hsub_iceland_main_island,2.039645174,0.084042192,2.123687366,0.9604,0.0396,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001367_r+001877,lfr_3d7007cc186013,hsub_iceland_main_island,1.609895811,0.066436822,1.676332632,0.9604,0.0396,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001238_r+001770,lfr_a8215e1e1717a6,hsub_iceland_main_island,0.174089003,0.007156852,0.181245855,0.9605,0.0395,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001321_r+001824,lfr_2e4cf07f56b45e,hsub_iceland_main_island,0.138254703,0.005679444,0.143934147,0.9605,0.0395,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001268_r+001928,lfr_b1f8c62d65c061,hsub_iceland_main_island,1.524376184,0.061553463,1.585929647,0.9612,0.0388,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001347_r+001852,lfr_c5b909c405de07,hsub_iceland_main_island,2.569089855,0.10288972,2.671979575,0.9615,0.0385,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001312_r+001812,lfr_87bbaf20ae9c10,hsub_iceland_main_island,1.750678361,0.066250162,1.816928522,0.9635,0.0365,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001348_r+001860,lfr_f922d64c998849,hsub_iceland_main_island,0.117138335,0.004147403,0.121285737,0.9658,0.0342,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001183_r+001828,lfr_319e2e2724bab1,hsub_iceland_main_island,0.372032876,0.012822214,0.38485509,0.9667,0.0333,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001374_r+001901,lfr_0615f0250d45e4,hsub_iceland_main_island,0.668161859,0.022488861,0.690650721,0.9674,0.0326,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001341_r+001884,lfr_c12fc51e59abec,hsub_iceland_main_island,0.029470468,0.00098872,0.030459189,0.9675,0.0325,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001319_r+001827,lfr_426fa2e910adef,hsub_iceland_main_island,0.826124499,0.027420296,0.853544795,0.9679,0.0321,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001341_r+001892,lfr_ad1f9065a6fd2c,hsub_iceland_main_island,1.925399958,0.063248806,1.988648764,0.9682,0.0318,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001331_r+001833,lfr_dea8b9fc9c0516,hsub_iceland_main_island,2.555350459,0.082646644,2.637997102,0.9687,0.0313,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001332_r+001832,lfr_ab388412cce449,hsub_iceland_main_island,0.883634737,0.026671602,0.910306339,0.9707,0.0293,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001342_r+001852,lfr_127b7fe5c07ef5,hsub_iceland_main_island,0.845264359,0.025442446,0.870706804,0.9708,0.0292,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001183_r+001834,lfr_6e2d8dfa5665ff,hsub_iceland_main_island,0.449593903,0.012969475,0.462563378,0.972,0.028,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001378_r+001925,lfr_8415c9c2769e17,hsub_iceland_main_island,0.865873004,0.022916309,0.888789313,0.9742,0.0258,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001363_r+001880,lfr_945e1391a4436f,hsub_iceland_main_island,1.062820242,0.027158928,1.089979171,0.9751,0.0249,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001342_r+001856,lfr_7f904a7c90945a,hsub_iceland_main_island,1.242522726,0.03041007,1.272932796,0.9761,0.0239,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001337_r+001881,lfr_e1f3d2d970e82e,hsub_iceland_main_island,0.247243855,0.006029713,0.253273568,0.9762,0.0238,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001192_r+001877,lfr_313c2d1a304590,hsub_iceland_main_island,0.907653938,0.020975408,0.928629346,0.9774,0.0226,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001330_r+001851,lfr_01a0cbea62d501,hsub_iceland_main_island,0.711319885,0.015706111,0.727025996,0.9784,0.0216,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001343_r+001883,lfr_f12f5a801a6867,hsub_iceland_main_island,1.185964139,0.024892153,1.210856292,0.9794,0.0206,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000874_r+001380,lfr_69cddbf48e8f92,hsub_ireland_main_island,0.007135248,3.330413424,3.337548672,0.0021,0.9979,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000855_r+001352,lfr_178909b08e679f,hsub_ireland_main_island,0.027521212,3.508289911,3.535811124,0.0078,0.9922,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000839_r+001300,lfr_1f6d44fa265f20,hsub_ireland_main_island,0.002253552,0.053459231,0.055712783,0.0404,0.9596,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000866_r+001375,lfr_8ee56effbee274,hsub_ireland_main_island,0.088968459,1.309544696,1.398513156,0.0636,0.9364,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
