landmass,parent_hex_id,land_fragment_id,land_subject_or_component_id,land_area_km2,other_land_in_hex_km2,hex_total_land_km2,fragment_share_of_hex,other_land_share_of_hex,canonical_water_type,is_terrestrial_hex,whole_hex_assigned,outcome
Great Britain,h6000_q-000652_r+001343,lfr_c6ca4612c2eaa0,hsub_great_britain_main_island,1.458868089,0.16173558,1.620603669,0.9002,0.0998,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000780_r+001408,lfr_3543b65ce148c7,hsub_great_britain_main_island,1.354112899,0.150003132,1.50411603,0.9003,0.0997,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000854_r+001490,lfr_fd917cf62837ab,hsub_great_britain_main_island,4.045122184,0.43768634,4.482808524,0.9024,0.0976,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000871_r+001544,lfr_4f9ec0c3e07c89,hsub_great_britain_main_island,0.090020403,0.009325394,0.099345797,0.9061,0.0939,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000833_r+001455,lfr_542fa0587681f8,hsub_great_britain_main_island,1.178237664,0.10591666,1.284154323,0.9175,0.0825,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000864_r+001553,lfr_bdf853bd49e546,hsub_great_britain_main_island,3.311875002,0.291274209,3.603149211,0.9192,0.0808,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000834_r+001460,lfr_eae8dd5dd3070c,hsub_great_britain_main_island,2.28127817,0.199186028,2.480464199,0.9197,0.0803,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000669_r+001342,lfr_27da4c0700d6bf,hsub_great_britain_main_island,0.664548099,0.054207428,0.718755527,0.9246,0.0754,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000843_r+001474,lfr_7833a65db0623b,hsub_great_britain_main_island,1.195983086,0.095567608,1.291550694,0.926,0.074,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000727_r+001294,lfr_4b81450a8ba11b,hsub_great_britain_main_island,1.493394833,0.11580768,1.609202513,0.928,0.072,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000813_r+001445,lfr_9edb2f06ffbfa0,hsub_great_britain_main_island,2.549871299,0.186893636,2.736764935,0.9317,0.0683,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000720_r+001262,lfr_20262b98ffbed8,hsub_great_britain_main_island,0.055037852,0.004004791,0.059042643,0.9322,0.0678,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000744_r+001313,lfr_83fcc513f94d0a,hsub_great_britain_main_island,1.167578094,0.083334912,1.250913006,0.9334,0.0666,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000870_r+001548,lfr_53d37728460eff,hsub_great_britain_main_island,3.292694097,0.234671233,3.52736533,0.9335,0.0665,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000860_r+001556,lfr_00b61bd08eb707,hsub_great_britain_main_island,0.945509422,0.067022919,1.012532342,0.9338,0.0662,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000845_r+001475,lfr_db68f47d8aa60c,hsub_great_britain_main_island,2.492498935,0.174401623,2.666900558,0.9346,0.0654,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000658_r+001268,lfr_f42e57275e571e,hsub_great_britain_main_island,0.520479977,0.035357614,0.555837592,0.9364,0.0636,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000728_r+001243,lfr_e3f7ccf6e4358c,hsub_great_britain_main_island,0.111454544,0.007446976,0.11890152,0.9374,0.0626,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000754_r+001441,lfr_45366d831d5249,hsub_great_britain_main_island,3.431766103,0.223776181,3.655542284,0.9388,0.0612,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000854_r+001557,lfr_e7f4d9cd9f4adb,hsub_great_britain_main_island,0.516100338,0.033325878,0.549426216,0.9393,0.0607,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000838_r+001560,lfr_31b197cd41cc31,hsub_great_britain_main_island,0.427608346,0.027272771,0.454881117,0.94,0.06,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000656_r+001343,lfr_924574664116c8,hsub_great_britain_main_island,4.963074608,0.303764636,5.266839244,0.9423,0.0577,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000821_r+001449,lfr_f0e52d66c8883e,hsub_great_britain_main_island,2.98517361,0.173817368,3.158990978,0.945,0.055,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000868_r+001537,lfr_30825c42ec2e3f,hsub_great_britain_main_island,0.337337595,0.018702802,0.356040398,0.9475,0.0525,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000833_r+001459,lfr_d884b6c34bb0b8,hsub_great_britain_main_island,1.402182174,0.076118314,1.478300488,0.9485,0.0515,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000634_r+001300,lfr_f5cdac3d562101,hsub_great_britain_main_island,4.976638704,0.268140027,5.244778731,0.9489,0.0511,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000746_r+001338,lfr_95ea3f43bd61de,hsub_great_britain_main_island,0.521473364,0.027540056,0.549013419,0.9498,0.0502,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000865_r+001556,lfr_ef88d9190dd002,hsub_great_britain_main_island,3.940854594,0.204641852,4.145496447,0.9506,0.0494,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000830_r+001450,lfr_dbd78c2b679239,hsub_great_britain_main_island,0.711952557,0.035083423,0.74703598,0.953,0.047,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000855_r+001495,lfr_d92f335b6d7538,hsub_great_britain_main_island,0.696699603,0.033452217,0.73015182,0.9542,0.0458,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000863_r+001509,lfr_cee17e219454d0,hsub_great_britain_main_island,0.283508303,0.0130032,0.296511502,0.9561,0.0439,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000665_r+001338,lfr_e6e856fa449300,hsub_great_britain_main_island,3.833727255,0.168435967,4.002163222,0.9579,0.0421,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000697_r+001282,lfr_95cf855e4da344,hsub_great_britain_main_island,3.867065544,0.167326584,4.034392128,0.9585,0.0415,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000720_r+001263,lfr_6b5cff5c45ee40,hsub_great_britain_main_island,2.615244107,0.109453633,2.724697741,0.9598,0.0402,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000617_r+001288,lfr_df1a5473f25219,hsub_great_britain_main_island,0.005389422,0.000221912,0.005611334,0.9605,0.0395,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000715_r+001243,lfr_53665e7d72f54b,hsub_great_britain_main_island,0.033517402,0.001297025,0.034814426,0.9627,0.0373,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000661_r+001343,lfr_01628d038cbf7a,hsub_great_britain_main_island,4.865713633,0.185011115,5.050724748,0.9634,0.0366,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000628_r+001304,lfr_eeb1192cd65351,hsub_great_britain_main_island,3.098635719,0.114224833,3.212860552,0.9644,0.0356,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000830_r+001449,lfr_e8b454673f692e,hsub_great_britain_main_island,0.103934711,0.00381337,0.107748081,0.9646,0.0354,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000734_r+001353,lfr_1992e7299f7649,hsub_great_britain_main_island,4.443884241,0.14772824,4.591612481,0.9678,0.0322,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000869_r+001540,lfr_632394048a46c6,hsub_great_britain_main_island,0.186576562,0.006126288,0.19270285,0.9682,0.0318,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000788_r+001454,lfr_a514867ab99aa8,hsub_great_britain_main_island,3.592036466,0.114492264,3.70652873,0.9691,0.0309,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000868_r+001544,lfr_00920b942f85cd,hsub_great_britain_main_island,0.678847217,0.021238308,0.700085525,0.9697,0.0303,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000655_r+001268,lfr_e92d5e8ee32cf4,hsub_great_britain_main_island,4.929808791,0.150683116,5.080491907,0.9703,0.0297,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000810_r+001441,lfr_9001eaec1ad6c9,hsub_great_britain_main_island,3.108548217,0.094427306,3.202975522,0.9705,0.0295,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000703_r+001252,lfr_eefc508fc0fe01,hsub_great_britain_main_island,1.023756718,0.030930128,1.054686845,0.9707,0.0293,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000857_r+001484,lfr_aa25fdf84be7b6,hsub_great_britain_main_island,0.73336027,0.02207773,0.755438,0.9708,0.0292,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000852_r+001489,lfr_c42ff2157662d2,hsub_great_britain_main_island,3.392338789,0.101771196,3.494109985,0.9709,0.0291,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000854_r+001499,lfr_41074cfecb04a2,hsub_great_britain_main_island,3.46674066,0.103576727,3.570317387,0.971,0.029,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000738_r+001357,lfr_4277330cb086a0,hsub_great_britain_main_island,1.602528588,0.047157438,1.649686027,0.9714,0.0286,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000861_r+001507,lfr_360bb77c27787d,hsub_great_britain_main_island,1.669758265,0.047718859,1.717477124,0.9722,0.0278,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000867_r+001516,lfr_88844dab67f530,hsub_great_britain_main_island,0.038103889,0.001084463,0.039188352,0.9723,0.0277,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000864_r+001554,lfr_49be765d8301c8,hsub_great_britain_main_island,3.654125365,0.102626108,3.756751473,0.9727,0.0273,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000870_r+001537,lfr_0272fc0227b0e3,hsub_great_britain_main_island,0.671726113,0.018637017,0.69036313,0.973,0.027,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000837_r+001472,lfr_063f8976ebae13,hsub_great_britain_main_island,4.273595259,0.116842525,4.390437784,0.9734,0.0266,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000828_r+001455,lfr_b36715752cd674,hsub_great_britain_main_island,4.709110845,0.124691555,4.833802401,0.9742,0.0258,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000859_r+001507,lfr_4e7b63d7f57130,hsub_great_britain_main_island,1.417075649,0.03731626,1.454391908,0.9743,0.0257,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000814_r+001522,lfr_3823147e3d4410,hsub_great_britain_main_island,0.200278999,0.005024116,0.205303115,0.9755,0.0245,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000667_r+001340,lfr_ac16d1cc7dbcda,hsub_great_britain_main_island,1.509402237,0.036790923,1.54619316,0.9762,0.0238,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000831_r+001451,lfr_a58b8e0a57b23b,hsub_great_britain_main_island,4.33111407,0.104257438,4.435371508,0.9765,0.0235,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000777_r+001457,lfr_2c9c8bd7da5b44,hsub_great_britain_main_island,0.20065749,0.004730413,0.205387903,0.977,0.023,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000727_r+001296,lfr_8f4a7a2c084e4e,hsub_great_britain_main_island,4.933071491,0.112833332,5.045904824,0.9776,0.0224,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000862_r+001508,lfr_3263e179583984,hsub_great_britain_main_island,3.734906097,0.084409381,3.819315478,0.9779,0.0221,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000726_r+001296,lfr_c5dca50eba268c,hsub_great_britain_main_island,3.559158108,0.07659054,3.635748649,0.9789,0.0211,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000702_r+001251,lfr_94d2b1357b5582,hsub_great_britain_main_island,1.64709846,0.035352818,1.682451278,0.979,0.021,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000856_r+001504,lfr_f42998bb7caf60,hsub_great_britain_main_island,2.227659121,0.047721295,2.275380416,0.979,0.021,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000749_r+001310,lfr_59ea087770b7fd,hsub_great_britain_main_island,1.633477748,0.034389106,1.667866854,0.9794,0.0206,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000823_r+001449,lfr_181bc0c1c60cb7,hsub_great_britain_main_island,2.895404489,0.060248072,2.955652561,0.9796,0.0204,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Great Britain,h6000_q-000738_r+001421,lfr_e4f03a7174c12f,hsub_great_britain_main_island,1.960319545,0.040545269,2.000864814,0.9797,0.0203,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001180_r+001832,lfr_a97603cc381f1f,hsub_iceland_main_island,1.0205e-05,0.034226387,0.034236592,0.0003,0.9997,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001353_r+001875,lfr_58c68b2f3aaad1,hsub_iceland_main_island,0.000642099,0.081095861,0.081737961,0.0079,0.9921,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001333_r+001836,lfr_3ea1bcc871eec6,hsub_iceland_main_island,0.00372267,0.261680895,0.265403564,0.014,0.986,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001183_r+001814,lfr_1169943babe9aa,hsub_iceland_main_island,0.001027304,0.071320392,0.072347696,0.0142,0.9858,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001352_r+001850,lfr_861746e0426cd0,hsub_iceland_main_island,0.008500879,0.210577763,0.219078642,0.0388,0.9612,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001346_r+001873,lfr_9a69c27ca10341,hsub_iceland_main_island,0.009456379,0.133819523,0.143275901,0.066,0.934,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001337_r+001838,lfr_952100c34bb22c,hsub_iceland_main_island,0.04603619,0.623621338,0.669657528,0.0687,0.9313,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001349_r+001853,lfr_55ec277aad26bc,hsub_iceland_main_island,0.079825385,0.4803605,0.560185885,0.1425,0.8575,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001348_r+001858,lfr_9c1ccc0d9e8783,hsub_iceland_main_island,0.067209467,0.372351234,0.439560701,0.1529,0.8471,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001343_r+001852,lfr_17cb1af6ac2e20,hsub_iceland_main_island,0.136443545,0.752842562,0.889286107,0.1534,0.8466,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001178_r+001837,lfr_0a894798f5dc24,hsub_iceland_main_island,0.024704747,0.1250004,0.149705146,0.165,0.835,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001352_r+001873,lfr_07a1878e6c47b7,hsub_iceland_main_island,0.090276872,0.354612045,0.444888918,0.2029,0.7971,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001283_r+001894,lfr_504b8ccfd8e038,hsub_iceland_main_island,0.013315877,0.04673293,0.060048807,0.2218,0.7782,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001336_r+001838,lfr_bbea442179ff4d,hsub_iceland_main_island,0.071806247,0.24538402,0.317190267,0.2264,0.7736,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001349_r+001850,lfr_21cd086eeec2f8,hsub_iceland_main_island,0.180269404,0.610674369,0.790943772,0.2279,0.7721,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001274_r+001901,lfr_99b8a5386818c8,hsub_iceland_main_island,0.000607613,0.001705785,0.002313398,0.2626,0.7374,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001191_r+001812,lfr_b0cf7da93e87c4,hsub_iceland_main_island,0.271719447,0.703438004,0.975157451,0.2786,0.7214,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001333_r+001835,lfr_2d6e71b31935d2,hsub_iceland_main_island,0.324020996,0.622788669,0.946809665,0.3422,0.6578,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001347_r+001873,lfr_483aa3e00bc59a,hsub_iceland_main_island,0.124827814,0.192458674,0.317286488,0.3934,0.6066,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001348_r+001859,lfr_c0ac49ce92744a,hsub_iceland_main_island,0.578410659,0.889511932,1.46792259,0.394,0.606,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001350_r+001872,lfr_d4f35e68544d41,hsub_iceland_main_island,0.074546378,0.090315081,0.164861459,0.4522,0.5478,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001347_r+001857,lfr_819ff3bdcdd2e2,hsub_iceland_main_island,0.38547817,0.42500881,0.81048698,0.4756,0.5244,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001335_r+001837,lfr_9e57f22539c78f,hsub_iceland_main_island,0.76665098,0.819674733,1.586325713,0.4833,0.5167,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001326_r+001826,lfr_381fe8270bd9c2,hsub_iceland_main_island,0.255759973,0.273239382,0.528999355,0.4835,0.5165,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001284_r+001895,lfr_dc569b229a4777,hsub_iceland_main_island,0.041488933,0.041063568,0.082552501,0.5026,0.4974,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001325_r+001824,lfr_d04b2db0434c45,hsub_iceland_main_island,0.292754411,0.251094731,0.543849142,0.5383,0.4617,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001347_r+001864,lfr_38cb45c276dc8a,hsub_iceland_main_island,0.616427974,0.526823533,1.143251507,0.5392,0.4608,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001177_r+001836,lfr_54713c1fba5429,hsub_iceland_main_island,0.039980522,0.032496568,0.07247709,0.5516,0.4484,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001344_r+001873,lfr_e8cf465bcbe016,hsub_iceland_main_island,0.037213355,0.029870768,0.067084123,0.5547,0.4453,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001324_r+001823,lfr_e95280f591a906,hsub_iceland_main_island,0.751069332,0.599137294,1.350206626,0.5563,0.4437,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Iceland,h6000_q-001344_r+001852,lfr_486a2733e6d753,hsub_iceland_main_island,0.850216979,0.636891899,1.487108878,0.5717,0.4283,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
