hex_id,canonical_water_type,is_terrestrial_hex,land_fraction,hex_land_km2,mainland_fragment_km2,other_component_km2,land_subject_or_component_id,candidate_land_fragment_id,spain_safe_km2,portugal_safe_km2,spain_region_km2,portugal_region_km2,safe_interior_status,frontier_band_status,special_case_status,mixed_land_status,proposed_control_status,proposed_controller,basis
h6000_q-000674_r+001039,OCEAN,False,0.148296,2.426974,2.42113,0.005844,hsub_european_mainland,lfr_3399c3488a3937,0.0,0.0,2.42113,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000675_r+001016,OCEAN,False,0.448408,7.524293,7.524293,0.0,hsub_european_mainland,lfr_2e2d03f8b9b7d2,0.0,0.0,7.524293,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000675_r+001032,OCEAN,False,0.070877,1.169318,1.169318,0.0,hsub_european_mainland,lfr_8d2b6cde6ae0b5,0.0,0.0,1.169318,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000675_r+001033,OCEAN,False,0.010956,0.180534,0.180534,0.0,hsub_european_mainland,lfr_ea185e914a4bda,0.0,0.0,0.180534,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000676_r+001015,OCEAN,False,0.451693,7.587926,7.581868,0.006058,hsub_european_mainland,lfr_6a0457d26c97e7,0.0,0.0,7.581868,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000676_r+001032,OCEAN,False,0.077704,1.281837,1.279419,0.002418,hsub_european_mainland,lfr_25ee68cfecd971,0.0,0.0,1.279419,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000677_r+001015,OCEAN,False,0.029115,0.489063,0.489063,0.0,hsub_european_mainland,lfr_906b8f33a8127c,0.0,0.0,0.489063,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000678_r+001016,OCEAN,False,0.032553,0.546169,0.546169,0.0,hsub_european_mainland,lfr_33d9ad8b281c96,0.0,0.0,0.546169,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000678_r+001017,OCEAN,False,0.112886,1.893309,1.874927,0.018382,hsub_european_mainland,lfr_dfe28bf68325fa,0.0,0.0,1.874927,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000679_r+001018,OCEAN,False,0.064524,1.080334,1.057517,0.022817,hsub_european_mainland,lfr_4f0aa0c27d8495,0.0,0.0,1.057517,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000681_r+001019,OCEAN,False,0.061917,1.035589,1.035589,0.0,hsub_european_mainland,lfr_e44ba547d29c4e,0.0,0.0,0.192717,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000681_r+001020,OCEAN,False,0.314824,5.259512,5.259512,0.0,hsub_european_mainland,lfr_66af0974446949,0.0,0.0,5.259512,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000681_r+001029,OCEAN,False,0.387917,6.419696,6.411316,0.00838,hsub_european_mainland,lfr_3355a5afb7b639,0.0,0.0,6.411316,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000682_r+001028,OCEAN,False,0.386445,6.402198,6.386802,0.015397,hsub_european_mainland,lfr_551efb45de16b7,0.0,0.0,6.386802,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000682_r+001029,OCEAN,False,0.193297,3.19895,3.177597,0.021352,hsub_european_mainland,lfr_b0c65415bf0577,0.0,0.0,3.176998,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000683_r+001021,OCEAN,False,0.132678,2.215004,2.210143,0.004861,hsub_european_mainland,lfr_35164ee115a577,0.0,0.0,1.328678,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000683_r+001022,OCEAN,False,0.285583,4.76151,4.750654,0.010856,hsub_european_mainland,lfr_c3f46ca42eb28c,0.0,0.0,4.750654,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000683_r+001028,OCEAN,False,0.383169,6.348139,6.2939,0.054239,hsub_european_mainland,lfr_d673ac915182a2,0.0,0.0,6.2939,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000684_r+001023,OCEAN,False,0.177383,2.954069,2.953888,0.000181,hsub_european_mainland,lfr_f732ff587a81c4,0.0,0.0,2.953888,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000684_r+001024,OCEAN,False,0.382817,6.329993,6.326589,0.003404,hsub_european_mainland,lfr_26254df055190f,0.0,0.0,6.326589,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000684_r+001025,OCEAN,False,0.342814,5.698281,5.683258,0.015023,hsub_european_mainland,lfr_7694fde071653f,0.0,0.0,5.683258,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000684_r+001026,OCEAN,False,0.136932,2.272878,2.269409,0.003469,hsub_european_mainland,lfr_4fb29f6f02ee70,0.0,0.0,2.269409,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000684_r+001028,OCEAN,False,0.251289,4.163523,4.133549,0.029975,hsub_european_mainland,lfr_dba8711ad931ee,0.0,0.0,4.133549,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
h6000_q-000685_r+001024,OCEAN,False,0.008134,0.135349,0.107729,0.02762,hsub_european_mainland,lfr_6c6673eb2236eb,0.0,0.0,0.107729,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND
