hex_id,is_terrestrial_hex,hex_land_km2,spain_safe_km2,spain_region_km2,portugal_safe_km2,portugal_region_km2,safe_total_km2,unresolved_km2,control_status,winner,basis
h6000_q-000560_r+001005,True,16.987012457733154,6.280361305725992,16.987012457733154,0.0,0.0,6.280361305725992,10.706651152007161,UNRESOLVED,,HEX_LAND_ONLY_PARTLY_INSIDE_A_SAFE_INTERIOR
h6000_q-000560_r+001006,True,16.968487229444502,0.0,16.968487229444502,0.0,0.0,0.0,16.968487229444502,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000560_r+001007,True,16.94996989093399,0.0,16.94996989093399,0.0,0.0,0.0,16.94996989093399,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000560_r+001008,True,16.931460473678587,0.0,16.931460473678587,0.0,0.0,0.0,16.931460473678587,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000560_r+001009,True,16.912959009180067,0.0,16.912959009180067,0.0,0.0,0.0,16.912959009180067,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000560_r+001010,True,16.89446552870941,0.0,16.89446552870941,0.0,0.0,0.0,16.89446552870941,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000560_r+001011,True,16.875980063404082,0.0,2.797390400549412,0.0,0.0,0.0,16.875980063404082,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000861,True,19.719117174591066,0.0,0.11609735341131687,0.0,0.0,0.0,19.719117174591066,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000862,True,19.69983623055649,0.0,7.534165400807067,0.0,0.0,0.0,19.69983623055649,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000863,True,19.680557580425262,0.0,18.108371835242092,0.0,0.0,0.0,19.680557580425262,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000865,True,19.64200734614372,0.0,0.3046128318326473,0.0,0.0,0.0,19.64200734614372,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000866,True,19.622735853881835,0.0,19.116526100906135,0.0,0.0,0.0,19.622735853881835,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000867,True,19.60346683929062,0.0,19.60346683929062,0.0,0.0,0.0,19.60346683929062,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000868,True,19.584200348121644,0.0,19.584200348121644,0.0,0.0,0.0,19.584200348121644,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000869,True,19.564936425842284,0.0,19.564936425842284,0.0,0.0,0.0,19.564936425842284,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000870,True,19.54567511807251,0.0,19.54567511807251,0.0,0.0,0.0,19.54567511807251,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000871,True,19.526416470163344,0.0,19.526416470163344,0.0,0.0,0.0,19.526416470163344,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000872,True,19.50716052742386,0.0,19.50716052742386,0.0,0.0,0.0,19.50716052742386,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000873,True,19.48790733504486,0.0,19.48790733504486,0.0,0.0,0.0,19.48790733504486,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000874,True,19.468656938030243,0.0,19.468656938030243,0.0,0.0,0.0,19.468656938030243,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000875,True,19.449409381637572,0.0,19.449409381637572,0.0,0.0,0.0,19.449409381637572,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000876,True,19.430164710479737,0.0,19.430164710479737,0.0,0.0,0.0,19.430164710479737,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000877,True,19.410922969459534,0.0,19.410922969459534,0.0,0.0,0.0,19.410922969459534,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000878,True,19.391684203359603,0.0,19.391684203359603,0.0,0.0,0.0,19.391684203359603,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000879,True,19.37244845662689,0.0,11.420682551946522,0.0,0.0,0.0,19.37244845662689,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000889,True,19.180266798416138,0.0,0.21988336474305392,0.0,0.0,0.0,19.180266798416138,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000890,True,19.161067180238724,0.0,8.980020317512341,0.0,0.0,0.0,19.161067180238724,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000895,True,19.065123155181883,0.0,16.42318349784827,0.0,0.0,0.0,19.065123155181883,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000896,True,19.045945464996336,0.0,19.045945464996336,0.0,0.0,0.0,19.045945464996336,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000897,True,19.02677157972336,0.0,19.02677157972336,0.0,0.0,0.0,19.02677157972336,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000898,True,19.007601542121886,0.0,19.007601542121886,0.0,0.0,0.0,19.007601542121886,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000899,True,18.988435394849777,0.0,18.988435394849777,0.0,0.0,0.0,18.988435394849777,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000900,True,18.969273180225372,0.2009320077265501,18.969273180225372,0.0,0.0,0.2009320077265501,18.768341172498822,UNRESOLVED,,HEX_LAND_ONLY_PARTLY_INSIDE_A_SAFE_INTERIOR
h6000_q-000561_r+000901,True,18.950114940746307,18.87707046092355,18.950114940746307,0.0,0.0,18.87707046092355,0.07304447982275519,CONTROLLED,SPAIN,WHOLE_HEX_LAND_INSIDE_SAFE_INTERIOR
h6000_q-000561_r+000902,True,18.930960718658447,18.930960718658447,18.930960718658447,0.0,0.0,18.930960718658447,0.0,CONTROLLED,SPAIN,WHOLE_HEX_LAND_INSIDE_SAFE_INTERIOR
h6000_q-000561_r+000903,True,18.911810556158066,18.911810556158066,18.911810556158066,0.0,0.0,18.911810556158066,0.0,CONTROLLED,SPAIN,WHOLE_HEX_LAND_INSIDE_SAFE_INTERIOR
h6000_q-000561_r+000904,True,18.89266449521637,18.89266449521637,18.89266449521637,0.0,0.0,18.89266449521637,0.0,CONTROLLED,SPAIN,WHOLE_HEX_LAND_INSIDE_SAFE_INTERIOR
