region,hex_id,is_terrestrial_hex,hex_land_km2,iceland_km2,malta_km2,gozo_km2,unaudited_other_km2,unaudited_share,control_status,winner,basis
iceland,h6000_q-001176_r+001839,False,0.7740797602931433,0.7740797602931433,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001176_r+001841,False,0.6950226112025678,0.6950226112025678,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001176_r+001842,False,1.0414500175017538,1.0414500175017538,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001176_r+001845,False,0.4795934468652066,0.4795934468652066,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001177_r+001835,False,0.8117541507559337,0.8117541507559337,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001177_r+001836,False,0.07247708975597145,0.03998052184541244,0.0,0.0,0.03249656791055901,0.4483702093996067,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001177_r+001839,True,2.852398648116933,2.852398648116933,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001177_r+001840,False,0.7693096220189473,0.7693096220189473,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001177_r+001841,True,5.01440365796268,5.01440365796268,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001177_r+001842,True,5.6514787770156865,5.6514787770156865,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001177_r+001843,False,1.5273397585049546,1.5273397585049546,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001177_r+001844,False,0.20746123497702554,0.18123485416720062,0.0,0.0,0.026226380809824913,0.1264158135987634,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001177_r+001845,True,5.059332091088737,5.059332091088737,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001177_r+001846,False,1.09813425574068,1.09813425574068,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001177_r+001848,False,0.011206813003937307,0.011206813003937307,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001177_r+001849,False,2.5363625227960442,2.5363625227960442,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001177_r+001850,False,0.2967953728946,0.2967953728946,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001177_r+001851,False,1.3196572363655306,1.3196572363655306,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001177_r+001852,True,3.1019745612990484,3.1019745612990484,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001177_r+001853,False,2.7036387214784203,2.7036387214784203,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001178_r+001834,False,1.3376062670285722,1.3376062670285722,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001178_r+001835,True,4.377780660645297,4.377780660645297,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001836,True,4.7885163417313565,4.7885163417313565,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001837,False,0.1497051464114711,0.024704746747218072,0.0,0.0,0.125000399664253,0.8349773047927422,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001178_r+001838,False,0.03643320859759487,0.03006836020910926,0.0,0.0,0.006364848388485611,0.17469909001936726,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001178_r+001839,True,4.5760507580948095,4.5760507580948095,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001840,True,3.7829977772778274,3.7829977772778274,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001841,True,4.283156142523453,4.283156142523453,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001842,True,5.651478777023315,5.651478777023315,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001843,True,4.991505480636535,4.991505480636535,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001844,False,0.02841141069560312,0.02841141069560312,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001178_r+001845,True,5.088832352095664,5.088832352095664,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001846,False,2.5216220282387116,2.5216220282387116,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001178_r+001848,False,0.2669857762479335,0.2669857762479335,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001178_r+001849,True,5.488833483725209,5.488833483725209,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001850,True,5.376395433098691,5.376395433098691,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001851,True,4.01798484330155,4.01798484330155,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001852,True,5.568862847671509,5.568862847671509,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001853,True,5.560660577461243,5.560660577461243,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001178_r+001854,False,1.8176384876573044,1.8176384876573044,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001178_r+001855,False,0.23554383906163368,0.23554383906163368,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001179_r+001819,False,0.5380642393956063,0.5380642393956063,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001179_r+001821,False,0.033166705493512784,0.033166705493512784,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001179_r+001831,False,0.04644538098790729,0.033395597108021376,0.0,0.0,0.013049783879885916,0.28097054222213425,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001179_r+001834,False,2.5471849755513856,2.5471849755513856,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001179_r+001835,True,5.709955227497101,5.709955227497101,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001836,True,5.8162408510108,5.8162408510108,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001837,True,4.426777221392102,4.4194275395641975,0.0,0.0,0.007349681827905122,0.0016602782250681783,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001838,False,0.300813457913192,0.300813457913192,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001179_r+001839,True,4.325240835430896,4.324075038425989,0.0,0.0,0.0011657970049064605,0.00026953343160839727,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001840,True,5.668131909648896,5.668131909648896,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001841,True,3.3419829748274386,3.3419829748274386,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001842,True,5.651478777023315,5.651478777023315,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001843,True,5.6431684986190795,5.6431684986190795,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001844,False,2.37945281873823,2.37945281873823,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001179_r+001845,True,3.7509232900251135,3.7509232900251135,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001846,True,5.128425425172622,5.128425425172622,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001848,False,0.21231671729093604,0.21231671729093604,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001179_r+001849,True,5.457943662445744,5.457943662445744,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001850,True,5.5852996665802,5.5852996665802,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001851,True,5.577075874065399,5.577075874065399,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001852,True,5.568862847671509,5.568862847671509,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001853,True,5.560660577461243,5.560660577461243,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001854,True,5.415891637226336,5.415891637226336,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001855,True,5.544288265792846,5.544288265792846,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001856,True,3.0241554737031473,3.0241554737031473,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001179_r+001857,False,0.8248616413066192,0.8248616413066192,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001180_r+001819,False,2.0324926477775573,2.0324926477775573,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001180_r+001820,True,5.416756670287423,5.416756670287423,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001821,True,5.285423393459912,5.285423393459912,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001822,False,2.2073578016362294,2.2071062070442244,0.0,0.0,0.0002515945920050144,0.00011397997724633361,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001180_r+001823,False,1.0816919149778834,1.0736511569445597,0.0,0.0,0.0080407580333238,0.0074335010939674115,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001180_r+001824,False,0.20107359786338777,0.20107359786338777,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001180_r+001831,True,3.1210235989319948,3.1089064923344623,0.0,0.0,0.012117106597532519,0.0038824142828266205,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001832,False,0.03423659191384889,1.02046704813838e-05,0.0,0.0,0.034226387243367504,0.9997019367316974,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001180_r+001833,False,0.12803716578043647,0.0984920492888093,0.0,0.0,0.029545116491627183,0.23075422133517384,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001180_r+001834,True,4.492487019466377,4.478381289657442,0.0,0.0,0.014105729808934498,0.003139848762570269,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001835,True,5.709955227493286,5.709955227493286,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001836,True,5.701568754600525,5.701568754600525,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001837,True,5.69319319619751,5.69319319619751,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001838,True,2.94150346286514,2.94150346286514,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001839,True,5.013715808556058,5.013715808556058,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001840,True,5.66813190965271,5.66813190965271,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001841,True,5.659799910751342,5.659799910751342,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001842,True,5.6514787770156865,5.6514787770156865,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001843,True,5.643168498622894,5.643168498622894,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001844,True,3.99510258641468,3.99510258641468,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001845,False,2.220630999981681,2.220630999981681,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001180_r+001846,True,5.618302696205139,5.618302696205139,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001847,True,3.7954322447731568,3.7954322447731568,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001848,False,0.022202534017849714,0.022202534017849714,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001180_r+001849,True,5.349914873561906,5.349914873561906,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001850,True,5.5852996665725705,5.5852996665725705,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001851,True,5.577075874076844,5.577075874076844,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001852,True,5.568862847679138,5.568862847679138,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001853,True,5.560660577457428,5.560660577457428,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001854,True,3.449888643788403,3.449888643788403,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001180_r+001855,False,0.7314096699107844,0.7314096699107844,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001180_r+001856,False,1.3694914354981744,1.3642920693395026,0.0,0.0,0.005199366158671677,0.003796567122583227,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001180_r+001857,False,0.8731289540867675,0.8731289540867675,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001180_r+001858,False,0.11178716827176931,0.11026867798413663,0.0,0.0,0.0015184902876326815,0.013583761992620047,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001181_r+001819,True,3.38514683191514,3.38514683191514,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001820,True,5.837068753295898,5.837068753295898,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001821,True,5.8285173829116825,5.8285173829116825,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001822,True,5.819977074325561,5.819977074325561,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001823,True,5.811447817699432,5.811447817699432,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001824,True,5.715987617052642,5.715987617052642,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001825,False,1.8055485975093328,1.8055485975093328,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001181_r+001826,False,0.8971320437271884,0.8865613956821328,0.0,0.0,0.010570648045055569,0.011782711496001396,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001181_r+001827,False,0.959165410460487,0.9559097868486419,0.0,0.0,0.003255623611845076,0.003394225413406098,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001181_r+001828,False,1.1901260287742876,1.1901260287742876,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001181_r+001829,False,0.9342722281559706,0.9342722281559706,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001181_r+001831,False,2.7192509415479176,2.713752099866093,0.0,0.0,0.005498841681824298,0.0020221898603790187,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001181_r+001832,True,3.4928980144494326,3.4909601933809267,0.0,0.0,0.0019378210685057566,0.0005547889060858267,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001833,False,0.170348504113673,0.16702547992522643,0.0,0.0,0.0033230241884465795,0.019507210854221156,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001181_r+001834,True,5.266765458418543,5.266765458418543,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001835,True,5.709955227500916,5.709955227500916,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001836,True,5.701568754600525,5.701568754600525,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001837,True,5.69319319619751,5.69319319619751,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001838,True,5.684828542495728,5.684828542495728,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001839,True,5.653427803381229,5.653427803381229,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001840,True,5.782131511784554,5.782131511784554,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001841,True,5.734627975317955,5.734627975317955,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001842,True,5.651478777023315,5.651478777023315,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001843,True,5.6431684986190795,5.6431684986190795,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001844,True,4.923590181247205,4.923590181247205,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001845,True,2.8765357266458964,2.8765357266458964,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001846,True,5.618302696205139,5.618302696205139,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001847,True,5.610035740036011,5.610035740036011,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001848,False,0.9211628249035072,0.9211628249035072,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001181_r+001849,False,0.26613431993376835,0.26613431993376835,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001181_r+001850,True,5.1708772915586865,5.1708772915586865,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001851,True,5.577075874065399,5.577075874065399,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001852,True,5.568862847671509,5.568862847671509,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001853,True,5.560660577461243,5.560660577461243,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001854,True,5.304263310420704,5.304263310420704,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001181_r+001855,False,2.4707196451059135,2.4707196451059135,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001181_r+001856,False,0.23644313250801804,0.23644313250801804,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001182_r+001818,False,1.0346825368861556,1.0346825368861556,0.0,0.0,0.0,0.0,NOT_PRODUCED,,NOT_A_CANONICAL_TERRESTRIAL_HEX
iceland,h6000_q-001182_r+001819,True,5.137262584193676,5.137262584193676,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001182_r+001820,True,5.8370687532882695,5.8370687532882695,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001182_r+001821,True,5.8285173829116825,5.8285173829116825,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001182_r+001822,True,5.819977074325561,5.819977074325561,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001182_r+001823,True,5.811447817695617,5.811447817695617,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
iceland,h6000_q-001182_r+001824,True,5.802929603286743,5.802929603286743,0.0,0.0,0.0,0.0,CONTROLLED,iceland,WHOLE_LAND_SINGLE_AUTHORISED_COMPONENT
