landmass,land_subject_or_component_id,parent_hex_id,land_fragment_id,canonical_water_type,is_terrestrial_hex,land_area_km2,hex_total_land_km2,land_fraction_of_hex,other_land_in_hex_km2,geometry_sha256,contained_in_parent_hex,mixed_unaudited,geometry_source,identity_algorithm_version,in_mapgen024_gap_pool,production_decision
Great Britain,hsub_great_britain_main_island,h6000_q-000716_r+001239,lfr_aea58c7d412191,OCEAN,False,2.102842758,2.113022905,0.163605,0.010180147,7f2906526b6668b00f72ee4460c9537141a48b034683909168ebce19037fcd4d,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000718_r+001240,lfr_6d1279f7956528,OCEAN,False,8.6074e-05,0.000970396,7.5e-05,0.000884322,064c02f70a7881b4b7482968721116d0f153a89de45ba9d13faf2a7d5f4e8841,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000716_r+001240,lfr_2ec4bda62d2f64,OCEAN,False,4.928353059,4.930158354,0.382062,0.001805295,d6b1ae696ea071b139349fec27a4ffd4d4b3c49bdbca6eb9538edc338dcca7e9,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000715_r+001241,lfr_d60f9cb5a635d1,OCEAN,False,4.329073616,4.33118749,0.336065,0.002113874,a6c5eb6a11286114f256e7220f3e8368a259a22560ecd983977c63515a706ccc,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000727_r+001242,lfr_582523c54ed5d9,OCEAN,False,0.746505464,0.750172021,0.058286,0.003666557,0be3a49e66cf50fa8b6f65dfa44dde5a7b5f605923449929fba5fc8637e9efc2,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000725_r+001242,lfr_06e3e894be6710,OCEAN,False,3.121407468,3.121407468,0.245772,0.0,6db415309c3b3c7a771411275ae0cfb45ae448aa4d4e9665f4e442cc09f2d2fe,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000724_r+001242,lfr_3423355cb7f415,OCEAN,False,0.071283258,0.071283258,0.00554,0.0,13aa66f03091fb1e836feba07504bbca272118f1c1333cd3fc109fb1f40d6766,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000719_r+001242,lfr_bacff213aa7a15,OCEAN,False,4.060918794,4.061488812,0.315528,0.000570018,7d02a4b13a5f8151b4393d2d3507b761f8d84c4a20ad2041386958fc1e7f7812,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000715_r+001242,lfr_ccf26b25d63a2d,OCEAN,False,5.576108839,5.580626086,0.433547,0.004517247,02883467b638b831e7bde1b77804a9aef171d26ed3da7d109801abd7009c0c70,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000728_r+001243,lfr_e3f7ccf6e4358c,OCEAN,False,0.111454544,0.11890152,0.009245,0.007446976,8d1d1ef01d7603124ec5ee46111ba60a4d7673542d43c47ceddbd212c4409163,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000724_r+001243,lfr_2c7887a83ff4f4,OCEAN,False,1.708153176,1.716613295,0.13353,0.00846012,7eb5c393fba257cda1fef72d73c7652a966e63471334a1a4c09aa84f867fbbf7,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000721_r+001243,lfr_a0dc2f2c2fd4a5,OCEAN,False,0.117335195,0.117335195,0.009132,0.0,1ad33e9338c7ca003dcae99c4daa03d06fd24b4654c6c3774e791e02477db2e5,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000720_r+001243,lfr_423bf34701eca6,OCEAN,False,4.923909488,4.923909488,0.383043,0.0,92008a4c90bbc7c05a82b3882d29177ae068d130ca982213389cd45a06161ebc,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000715_r+001243,lfr_53665e7d72f54b,OCEAN,False,0.033517402,0.034814426,0.002707,0.001297025,5330efb302ada6cd0c2feada3866314b9c7d6cf5ac7ee322cc53b342d8e32f3c,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000728_r+001244,lfr_4dcc27a32868b6,OCEAN,False,1.872752011,1.872752011,0.145846,0.0,95b4c0c4df9031981dff99e399eb096dd0571f4bb5c9e7e2a974299af59543c5,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000723_r+001244,lfr_1ea679f81feccf,OCEAN,False,3.344011289,3.349155813,0.260885,0.005144524,a930facf9cb1fafced22f9275d534279cc922e7ca015c8f74d04f1710326ef5c,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000716_r+001244,lfr_8ba7b4a57aebe5,OCEAN,False,0.528117261,0.52835831,0.041155,0.000241048,094530d83b67a9189f549f2393b2a4d9b088fedaf269a22d8cfe40f3fdf3a3a9,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000716_r+001245,lfr_be52baaf1e8673,OCEAN,False,0.301465643,0.301577792,0.023526,0.00011215,151894b1c773c229a0407c09bdf03d1a8ee75ee98c1fb4ef0b5860e6abd58e0b,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000715_r+001245,lfr_1bbc0b18660887,OCEAN,False,0.436737487,0.436737487,0.034058,0.0,45232444fadae44a39451226f39e85ee4db71ccbde8b922c563e5d458188e977,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000729_r+001246,lfr_7db91eceaa33ee,OCEAN,False,0.027283497,0.027283497,0.002129,0.0,79d4166c693bcd4c5cf2501790f6568ac95cd4aac7ea1cbbcea1c59270d3bb7c,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000715_r+001246,lfr_5365ef20e1b9d5,OCEAN,False,1.478366894,1.478366894,0.115426,0.0,a50a2fd4b985ad137c4e0ffdc75bc58b466568d862fc3fa661d99e6ba42251d2,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000728_r+001247,lfr_4add98291053d3,OCEAN,False,0.237231335,0.238046715,0.018598,0.00081538,1a306930d541a167de0e1e2e135cd337f6f3b1e5e03f00fa1b567f8785fe815c,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000717_r+001247,lfr_c0a1f12c139c87,OCEAN,False,5.59356351,5.59356351,0.43725,0.0,c18c66d59dc52b2d19fd08fa48c9f58918527471c1e4dad9d92c11ee37b90b94,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000715_r+001247,lfr_a258b960132b98,OCEAN,False,1.702627837,1.711977131,0.133863,0.009349294,0437b4db922544b54c12fa1a14e18dada425618302120c5eb4532eb433e4b0d9,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000727_r+001248,lfr_101fa91b416ed2,OCEAN,False,1.563425647,1.568048562,0.122661,0.004622915,77d3aaca906a331dbdd35fde88f44be943f6de32bc1dcb1ac71b2b480728afda,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000726_r+001248,lfr_10870a9402a85f,OCEAN,False,3.920688113,3.922446574,0.306849,0.001758461,5be6decba7cb8300386044a02f9c39e10c39ce769b3f8396299e02f7621466f6,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000714_r+001248,lfr_ac359fe475740e,OCEAN,False,1.577677746,1.58059863,0.123741,0.002920884,ca031dafffd2b76a6f01e7642e16beb5f6dec8850a0e5af10d9f05f7b2b97844,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000713_r+001248,lfr_6940d491928a68,OCEAN,False,3.000356175,3.000687218,0.234912,0.000331042,5e13d02cef075fd6f477a513338592f5f07921db4a0131037f773a35811bae50,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000725_r+001249,lfr_05cb64bd360392,OCEAN,False,0.014141378,0.024987664,0.001957,0.010846286,15652186522ef120e9c2cf881f3d2d0e1251db0e08dda266aec20d112ab30031,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000724_r+001249,lfr_18d9f5f13edb03,OCEAN,False,1.204159278,1.211390903,0.094872,0.007231625,9fdf774c3033fcbc4e76038519ac0b554bfc97aea0338c63a80b7813fb1cb43a,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000713_r+001249,lfr_51aef3f2006a51,OCEAN,False,3.579321601,3.580548928,0.280571,0.001227327,76f4e5f58d90088d4b6a8b248a5eab015b91152835f08f21b51a35afa1181431,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000723_r+001250,lfr_9e77c7cb5fba2e,OCEAN,False,2.137799874,2.144788073,0.168202,0.006988199,e0ccfb347f3dcc6572c0db9f21d40e8f7d605397b5435363eefd29b908d9779d,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000700_r+001250,lfr_b49aa3997d3fab,OCEAN,False,0.947230288,0.951106395,0.074663,0.003876107,abfdbd17fe7d06f006b393bf245a164ceaf115d0c3c6f7cce55ce84b96be1731,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000723_r+001251,lfr_ddc938dd10ede8,OCEAN,False,0.985117634,0.986172903,0.077459,0.001055269,02f18b9a48c2f8f32af54076d2c3d9a9bb5a41c8b8bc503cce96c47d7ade4451,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000712_r+001251,lfr_65f8f820557441,OCEAN,False,1.967394491,1.973227707,0.155074,0.005833216,c8ac079e0438e03bcf6aa79895c67cbe81162a6b2824d868c3d50d118e566ed1,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000711_r+001251,lfr_db30071cf14d00,OCEAN,False,0.588470131,0.588517272,0.046254,4.714e-05,74fb78b66808d115e04e6aeb1da8117777203ea9ab03b0e52e0510ebdc392003,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000710_r+001251,lfr_41d447ddd5c8bb,OCEAN,False,0.67940017,0.681659249,0.053577,0.00225908,90c1e24d580a9a47a8a067b8a48e1c9f5f7fe35e1f2405b59306847a90ebbb29,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000709_r+001251,lfr_8cf9e1df36df38,OCEAN,False,0.000587474,0.000813093,6.4e-05,0.000225619,67aa79891fac87f7eb9c4368f2babe373627b67b576c394319ed63661e34628c,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000704_r+001251,lfr_977693b9e7987c,OCEAN,False,1.298783594,1.300075579,0.102155,0.001291985,00ad3df8749133913a2c2e7b7376772df4cc277b16575dac1405e6be1ba242d1,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000703_r+001251,lfr_2a66e848a14820,OCEAN,False,0.656359755,0.657578493,0.051674,0.001218739,4665be7ae6975800f34985b9013451382629ac3d6b3c3ef73e2b6931174894eb,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000702_r+001251,lfr_94d2b1357b5582,OCEAN,False,1.64709846,1.682451278,0.132209,0.035352818,b6268fa6158f49e0de22dc844dbd73589e6a9636ca1b0e7397daaddd9b83cad1,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000722_r+001252,lfr_e148ba21f04523,OCEAN,False,5.801746439,5.811759488,0.456993,0.010013049,4a78c6598a5c3d0909bde08c9f804d5d24b9a1a7cb173a8383f374319c54caf5,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000707_r+001252,lfr_1bd43ba461aa80,OCEAN,False,0.017654723,0.017654723,0.00139,0.0,806a801999eb0e83653fce3c3bceecee5930ac19c29ae909523a4b22b05ca282,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000705_r+001252,lfr_ff663578b68b95,OCEAN,False,4.15686984,4.157968878,0.327128,0.001099038,8a8ba48c347365c1dcdd8c2792bdcf5fad81dd145977de904b646052c4320d26,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000703_r+001252,lfr_eefc508fc0fe01,OCEAN,False,1.023756718,1.054686845,0.082968,0.030930128,ada99906850cd15ce22a266d4c13f4815604809c1fec1c03a47f87ae53e6b628,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000723_r+001254,lfr_2302bf41af2c17,OCEAN,False,0.068464543,0.10150544,0.008001,0.033040897,a3d30f21a9b52a737d817e7c190346586c4a724ff8696f582d69501876990c8d,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000722_r+001255,lfr_826724245a0a51,OCEAN,False,1.09925456,1.103366826,0.087057,0.004112265,3c4281ef5a5b4afd59a89664e350d5616cf40e47c5e7f4b9717b3fc79cb3630b,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000722_r+001256,lfr_1cc80800b6c06b,OCEAN,False,0.18280755,0.185098489,0.014631,0.002290939,a88863ef1abb58fde56866ec2dbf40fe134b5bd5162ef35153d280c618a33e3a,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000722_r+001257,lfr_8c13ad4ef25b6f,OCEAN,False,5.561608131,5.590872834,0.442485,0.029264704,89587f567b5eb9cf06459dc35e89a419ff494ec764934c339518bb8a942cd060,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000723_r+001259,lfr_0955c10bf39bad,OCEAN,False,1.652840974,1.671300189,0.132574,0.018459215,ba43ba0c89d0987bdb6cb889426c5099599e0cc3df8b062aab5bff35f442cdca,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000722_r+001259,lfr_073a58b145b3ae,OCEAN,False,5.867510025,5.88234237,0.466607,0.014832345,58b4fea5b3344f7533f67439061c2dbcc56fab12ff87424bd56ae50b905735bc,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000722_r+001260,lfr_6eea84374f5f4c,OCEAN,False,0.691634345,0.702080808,0.055747,0.010446463,ef3fbb52c4436c188ef392ff68e4d2430667745b4cb2103e7e718c51779f12a8,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000722_r+001261,lfr_372e1aca2e215e,OCEAN,False,0.05492317,0.071768023,0.005705,0.016844854,c2462730d39e7570f363359f8f379f659401ee07a4f9465dec6016437e156da5,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000721_r+001261,lfr_ca7ce96c91a3a2,OCEAN,False,0.128832365,0.129021998,0.010256,0.000189632,0f3fd9e33cfb8217c02198f5fc313877bc2bd06a0ebbedf535d364a5519e088e,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000720_r+001261,lfr_3ea0291fb1985d,OCEAN,False,1.025942504,1.026582045,0.081616,0.000639541,4e49c273bc6c4bb36848fd0e600e9bbc02cc2788aae0942f2bb9f56b7e603c8d,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000720_r+001262,lfr_20262b98ffbed8,OCEAN,False,0.055037852,0.059042643,0.004701,0.004004791,0aa39bc17ec466ea06cc4b96cb7ce0083394388929935e01ce0303ea3fbfe31a,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000720_r+001263,lfr_6b5cff5c45ee40,OCEAN,False,2.615244107,2.724697741,0.217225,0.109453633,26b43e7bd6357a97a1da17769bddc87f28d59f4ff585e6cda1fb9804aef3f256,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000720_r+001264,lfr_69892bd5dae86f,OCEAN,False,0.002444178,0.007066827,0.000564,0.004622649,f994062e5fa149b18305b28c3ee7e39588483ee74acb0c9b1ee8dde3c4e79438,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000719_r+001264,lfr_ba9613b2ac923d,OCEAN,False,6.17321589,6.180781939,0.493371,0.007566049,feaac3670dd04eeee9a78b9bef23923877079ad3cf80eedb72c2c308a9bfe192,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000719_r+001265,lfr_adf1975a500010,OCEAN,False,3.814134511,3.816889491,0.311041,0.00275498,de5c671e0510d734bc4ce680f45af99c379d1063fd760ad8fdca77af3acd250f,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000719_r+001266,lfr_a4f009ee560f65,OCEAN,False,2.69336248,2.694383237,0.215593,0.001020757,f4a3acdbb303bc600e532722e14cf89f158c991378296a28b5c9b897dded9755,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000719_r+001268,lfr_9692a06f603bfa,OCEAN,False,0.465848987,0.465848987,0.037379,0.0,beea2fdba1f367c5e0a9fb692b4cfa3d755e03c01c0b31025d3ab51f8b860a1d,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000720_r+001270,lfr_770ebe1d3c4be0,OCEAN,False,0.975849656,0.976365311,0.078553,0.000515656,bea84be9c7cf56041956bc41ffe4be71f0e58cc7162968b084ad2bbb61ef0b9f,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000721_r+001272,lfr_dca169ef8057ed,OCEAN,False,0.000381308,0.004598501,0.000371,0.004217193,f7f22eeced68bb14f3caffba9be2b5dfedf9d1fa105fb7cc8a878b4095ee9da5,True,True,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000721_r+001273,lfr_20ff0596579570,OCEAN,False,1.736249132,1.740558044,0.140526,0.004308912,80f70d264affb80df92519d789070c8f1b3048540408c7b8c29aabaaa5b64ed3,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000718_r+001274,lfr_ab85e4fa5f1903,OCEAN,False,5.620953535,5.620953535,0.454312,0.0,05c114a5d7a4d735115729e88b2b6bb424169b9220e2e6fb69ebc285628611ac,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000722_r+001275,lfr_d59bee63b8b05a,OCEAN,False,0.025599927,0.026079253,0.00211,0.000479326,ef51997512fae49aae14523903812faa3c0e3fc60de29cf297a56017d02d2b06,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000721_r+001275,lfr_7d20cf407ae8aa,OCEAN,False,5.911663928,5.913784182,0.478587,0.002120253,5f5edba83b58330fffef8fa81a5703303739d9ac19fac04c5b6c0e8c753f774b,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000720_r+001275,lfr_4ab65b1172c2d3,OCEAN,False,3.818765785,3.819297886,0.309065,0.000532101,96bc692d5997b32eda8c9f346a1cc79e863a04db6ef159371dbbe90568622d94,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
Great Britain,hsub_great_britain_main_island,h6000_q-000719_r+001275,lfr_5eb84f94f86dba,OCEAN,False,6.1804e-05,6.1804e-05,5e-06,0.0,cb10699bbb9bd01c5cd3fdd13145bbeafa3dbe4a4509bd66be10cdff1548f744,True,False,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid,True,ACCEPTED
