territorial_target_type,territorial_target_id,controller_scenario_polity_id,control_status,notes,old_status,old_controller,old_promotion_id,old_uncertainty_km,revision_id,reason,change,new_promotion_id,new_uncertainty_km
TERRESTRIAL_HEX,h6000_q-000583_r+000872,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.51 of 19.51 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_230ee53a81ac,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000873,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.49 of 19.49 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_59b8848b6279,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000874,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.47 of 19.47 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_1ef49582dc7c,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000875,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.45 of 19.45 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_1e17031652a8,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000876,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.43 of 19.43 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_5c018ad9b523,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000877,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.41 of 19.41 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_4c2ec0a4fa51,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000878,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.39 of 19.39 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_4fb5ad64527f,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000879,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.37 of 19.37 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_b3451e921d48,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000880,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.35 of 19.35 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_dea0ccd2a1a1,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000881,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.33 of 19.33 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_cb6f211d47ab,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000882,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.31 of 19.31 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_b8cfe4dd3264,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000883,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.30 of 19.30 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_b62ab041f3ea,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000884,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.28 of 19.28 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_3551bc74066e,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000885,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.26 of 19.26 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_7d22d0ab522e,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000886,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.24 of 19.24 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_a67b6756d667,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000887,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.22 of 19.22 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_6b0ece0d2d2e,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000888,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.20 of 19.20 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_98ef33ade8ac,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000583_r+000889,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.18 of 19.18 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_1f5ed78ecdd2,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000857,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v2); 0.66 of 11.85 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_e0cec14b64c3,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000858,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v2); 7.03 of 19.78 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_fb659041a2e6,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000860,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 8.15 of 19.74 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_49eaeb4ace46,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000861,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.59 of 19.72 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_06887115cef8,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000862,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.70 of 19.70 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_8fdb4d5a7701,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000863,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.68 of 19.68 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_711b2228bbfa,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000864,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.66 of 19.66 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_35f22f8557d3,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000865,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.64 of 19.64 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_e66888698e78,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000866,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.62 of 19.62 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_b64ca4abf899,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000867,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.60 of 19.60 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_26676176a25c,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000868,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.58 of 19.58 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_115721932873,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000869,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.56 of 19.56 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_ac27032b8fed,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000870,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.55 of 19.55 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_6f6fdc976e9d,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000871,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.53 of 19.53 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_969e6e85d8e4,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000872,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.51 of 19.51 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_b61dbcf3b765,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000873,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.49 of 19.49 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_e523134898b5,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000874,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.47 of 19.47 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_11d2f960d84c,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000875,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.45 of 19.45 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_02c028ff7ae7,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000876,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.43 of 19.43 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f3a18d695d16,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000877,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.41 of 19.41 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_d6424e451593,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000878,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.39 of 19.39 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_e47fde521c16,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000879,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.37 of 19.37 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_7fe5440a69fc,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000880,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.35 of 19.35 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f68de38512c0,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000881,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.33 of 19.33 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f5fc76aae9b2,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000882,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.31 of 19.31 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_948aa1a33e86,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000883,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.30 of 19.30 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_92c4c43c8aaf,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000884,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.28 of 19.28 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_debf9245e862,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000885,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.26 of 19.26 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_b53c7b52ea57,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000886,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.24 of 19.24 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_856c4088ad77,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000887,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.22 of 19.22 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_8b59f21ea3c1,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000888,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.20 of 19.20 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_c54eed939bee,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000889,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.18 of 19.18 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_8e5228b37739,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000584_r+000890,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.16 of 19.16 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_fae6b12c5e7a,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000860,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 10.19 of 19.74 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_e926928200f7,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000861,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.72 of 19.72 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_74580b38533e,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000862,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.70 of 19.70 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_dbf51a5e2f1e,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000863,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.68 of 19.68 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_a27d40e0c317,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000864,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.66 of 19.66 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_17fb9617c747,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000865,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.64 of 19.64 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_406f88464b72,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000866,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.62 of 19.62 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_29608b080d14,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000867,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.60 of 19.60 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_387715bd54a9,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000868,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.58 of 19.58 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_8d2fdfc66829,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000869,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.56 of 19.56 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_dc6b9822a92f,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000870,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.55 of 19.55 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_178f32cdec58,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000871,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.53 of 19.53 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_07bdb9971c3e,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000872,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.51 of 19.51 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_d76ee6756856,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000873,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.49 of 19.49 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_8c88666fefcc,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000874,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.47 of 19.47 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_11b1fc68297c,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000585_r+000875,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.45 of 19.45 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_29e9dbd85511,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
