territorial_target_type,territorial_target_id,controller_scenario_polity_id,control_status,notes,old_status,old_controller,old_promotion_id,old_uncertainty_km,revision_id,reason,change,new_promotion_id,new_uncertainty_km
TERRESTRIAL_HEX,h6000_q-000594_r+000889,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.18 of 19.18 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_6bb008e4bc4f,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000890,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.16 of 19.16 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_b3021a9cfcc9,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000891,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.14 of 19.14 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_cf4b0bd9db3a,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000892,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.12 of 19.12 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_402b58d82432,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000896,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.05 of 19.05 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_18d4a50ce2de,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000897,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.03 of 19.03 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f7a99f1abe5c,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000898,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.01 of 19.01 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_121f35266ae8,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000899,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.99 of 18.99 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f841f144af14,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000900,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.97 of 18.97 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_12d6f15cf309,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000901,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.95 of 18.95 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_db17f8ab4670,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000902,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.93 of 18.93 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_10af8e03199f,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000903,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v2+v3); 18.91 of 18.91 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_614555d1ab00,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000908,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v2+v3); 18.82 of 18.82 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_5a0f73e39a23,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000909,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v2+v3); 18.80 of 18.80 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_7bee20e9a319,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000910,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.78 of 18.78 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_6c4f33c4ae4c,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000911,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.76 of 18.76 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_fbf2878760ca,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000912,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.74 of 18.74 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_2509137f6ac7,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000913,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.72 of 18.72 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_ff9d680be7f0,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000594_r+000914,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 15.36 of 18.70 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_9cd4529cd288,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000873,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 2.70 of 19.49 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_e94cc4f2b722,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000874,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.56 of 19.47 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_385f5131014e,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000889,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.18 of 19.18 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_93e7793e1db5,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000890,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.16 of 19.16 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_3d647bd80f56,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000891,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.14 of 19.14 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_a45a410e79ef,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000892,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.12 of 19.12 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_0da986f91ba9,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000897,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.03 of 19.03 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_913b4f57a77c,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000898,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.01 of 19.01 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_60731b737b52,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000899,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.99 of 18.99 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_ed4f41d7ba93,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000900,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.97 of 18.97 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_0911ba7cf4ab,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000901,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.95 of 18.95 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_fb070a8bf55d,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000902,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.93 of 18.93 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_4d3f840bc0e6,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000903,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.91 of 18.91 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_7d7bbc519407,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000904,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v2+v3); 18.89 of 18.89 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_05f1ce1e126e,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000908,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v2+v3); 18.82 of 18.82 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_4154d1b0cb07,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000909,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.80 of 18.80 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_e81c60f8c29e,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000910,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.78 of 18.78 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_4c7c7230a3ca,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000911,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.76 of 18.76 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_28ab3add3687,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000912,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.74 of 18.74 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_4323b307a1a1,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000913,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.72 of 18.72 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_a260852118a2,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000914,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.70 of 18.70 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_da4285eaefa2,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000915,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 15.95 of 18.68 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_2a25d19000db,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000595_r+000916,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 0.34 of 18.66 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_600836de9db8,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000874,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 0.52 of 19.47 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_843e7387a4ba,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000890,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.16 of 19.16 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_67da27ddc031,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000891,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.14 of 19.14 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_9c372d4a858d,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000892,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.12 of 19.12 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_307dbc299814,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000898,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.01 of 19.01 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_d9d349572235,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000899,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.99 of 18.99 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_1dc9477bde15,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000900,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.97 of 18.97 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_3aa0d2e5f36b,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000901,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.95 of 18.95 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_b1b915a24bbe,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000902,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.93 of 18.93 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_b4e8de2e9ecc,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000903,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.91 of 18.91 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f6ea9e2e7b3b,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000904,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.89 of 18.89 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_fcf0f4d059a9,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000905,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v2+v3); 18.87 of 18.87 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_77e3e6799961,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000907,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v2+v3); 18.84 of 18.84 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_c5a91f132f57,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000908,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v2+v3); 18.82 of 18.82 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f48b77ecb0aa,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000909,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.80 of 18.80 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f5d8dd6707a2,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000910,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.78 of 18.78 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_faa6502a36c2,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000911,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.76 of 18.76 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_29f033f6ef4b,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000912,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.74 of 18.74 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_6a5ac7562c64,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000913,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.72 of 18.72 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_676bfd640e51,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000914,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.70 of 18.70 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_0a21e77865ac,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000915,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.68 of 18.68 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_562d78d0332a,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000916,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.22 of 18.66 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_e008dfb25905,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000596_r+000917,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 3.58 of 18.64 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_fb0a4f0633d8,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000597_r+000892,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 19.12 of 19.12 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_39e7b05e4280,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000597_r+000900,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.97 of 18.97 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_0abac98c9538,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
